18	0.120	0.121	-0.020	-0.087	-0.020	0.181	0.305	0.048	-0.052	1.000	-0.074	-0.026	0.255	0.157	0.087	0.291	0.045	-0.166	0.065	-0.050	0.011	-0.014	-0.020	-0.053	0.254	0.220	0.165	-0.046	-0.089	-0.093	0.089	0.188	-0.044	-0.047	0.013	0.047	0.048
19	-0.159	-0.125	0.105	-0.142	-0.031	-0.202	-0.079	-0.255	-0.042	-0.074	1.000	-0.050	-0.130	-0.076	-0.108	-0.139	0.018	-0.218	-0.177	-0.124	-0.070	-0.122	0.085	-0.322	-0.185	-0.096	-0.166	-0.064	-0.140	-0.071	-0.085	-0.082	0.050	-0.107	-0.217	-0.080	-0.057
2	-0.021	-0.050	-0.141	-0.344	-0.036	-0.116	-0.109	-0.132	-0.244	-0.026	-0.050	1.000	-0.064	-0.082	0.030	-0.012	-0.106	-0.564	-0.095	-0.251	-0.160	-0.139	-0.102	-0.401	-0.097	-0.130	-0.065	-0.152	-0.418	-0.441	-0.123	-0.064	-0.270	-0.094	-0.434	-0.049	-0.145
20	0.129	0.004	-0.019	-0.075	-0.024	0.192	0.769	-0.063	-0.038	0.255	-0.130	-0.064	1.000	0.014	0.084	0.362	0.155	-0.065	0.070	-0.011	0.202	0.146	-0.017	0.134	0.779	0.208	0.023	-0.023	-0.069	-0.086	-0.013	0.627	-0.052	0.066	0.122	0.086	0.016
21	0.124	0.158	0.103	-0.025	0.187	0.209	0.042	0.023	-0.044	0.157	-0.076	-0.082	0.014	1.000	0.363	0.243	0.317	-0.132	0.179	0.018	-0.043	-0.053	0.075	0.028	0.112	0.156	-0.104	-0.053	-0.045	0.125	0.540	-0.029	0.163	-0.019	0.116	-0.007	0.011
22	0.179	0.138	-0.101	-0.055	0.106	0.187	0.018	0.036	0.011	0.087	-0.108	0.030	0.084	0.363	1.000	0.190	0.144	-0.076	0.211	0.037	-0.040	-0.028	-0.022	0.011	0.047	0.082	-0.056	-0.042	-0.051	-0.030	0.254	0.003	0.049	-0.016	-0.016	-0.006	0.048
23	0.156	-0.063	-0.069	-0.149	0.017	0.262	0.478	-0.053	-0.065	0.291	-0.139	-0.012	0.362	0.243	0.190	1.000	0.271	-0.182	0.086	-0.054	0.116	0.046	0.026	0.175	0.412	0.108	0.158	-0.044	-0.080	-0.125	0.165	0.275	-0.050	-0.017	0.100	0.180	0.055
24	0.022	0.058	-0.009	-0.067	0.133	0.130	0.097	-0.080	0.016	0.045	0.018	-0.106	0.155	0.317	0.144	0.271	1.000	-0.078	0.032	0.007	0.041	0.016	-0.018	0.052	0.096	0.243	-0.083	-0.014	-0.025	0.025	0.112	0.037	0.075	0.098	0.325	0.647	0.140
25	-0.097	-0.043	-0.050	0.341	-0.025	-0.067	-0.062	-0.133	0.220	-0.166	-0.218	-0.564	-0.065	-0.132	-0.076	-0.182	-0.078	1.000	0.070	0.391	-0.000	0.010	0.004	0.370	-0.090	-0.043	-0.192	0.026	0.463	0.203	-0.071	-0.009	0.118	-0.025	0.309	-0.041	-0.064
26	0.554	0.011	-0.068	0.039	-0.007	0.521	-0.007	-0.049	0.029	0.065	-0.177	-0.095	0.070	0.179	0.211	0.086	0.032	0.070	1.000	0.101	0.110	0.045	-0.016	0.181	0.170	0.070	-0.031	0.011	0.067	0.060	0.438	0.054	0.015	-0.036	0.223	0.064	0.038
264	-0.007	0.016	-0.018	0.080	0.056	0.036	-0.029	-0.090	0.392	-0.050	-0.124	-0.251	-0.011	0.018	0.037	-0.054	0.007	0.391	0.101	1.000	-0.025	0.014	-0.027	0.128	0.045	0.003	-0.010	-0.003	0.115	0.047	0.075	0.017	0.086	0.012	0.231	-0.021	-0.033
28	0.050	-0.007	0.133	-0.062	-0.046	0.119	0.084	0.097	-0.047	0.011	-0.070	-0.160	0.202	-0.043	-0.040	0.116	0.041	-0.000	0.110	-0.025	1.000	0.257	0.036	0.093	0.174	0.060	0.030	0.059	0.014	-0.047	-0.017	0.270	-0.080	0.271	0.181	0.000	0.138
29	-0.028	0.111	0.043	0.042	-0.029	-0.010	0.083	-0.048	0.026	-0.014	-0.122	-0.139	0.146	-0.053	-0.028	0.046	0.016	0.010	0.045	0.014	0.257	1.000	-0.017	0.060	0.204	0.122	0.010	0.751	0.002	-0.031	-0.037	0.206	-0.048	0.747	0.155	-0.009	0.315
349	0.005	-0.034	0.015	-0.020	-0.013	-0.009	-0.009	-0.027	-0.020	-0.020	0.085	-0.102	-0.017	0.075	-0.022	0.026	-0.018	0.004	-0.016	-0.027	0.036	-0.017	1.000	0.112	0.003	-0.009	-0.035	-0.020	-0.039	0.029	0.065	-0.021	0.064	-0.024	0.031	-0.003	0.004
4	0.102	-0.064	-0.004	0.323	-0.021	0.209	0.101	-0.044	0.044	-0.053	-0.322	-0.401	0.134	0.028	0.011	0.175	0.052	0.370	0.181	0.128	0.093	0.060	0.112	1.000	0.144	0.099	-0.019	0.058	0.271	0.062	0.088	0.030	-0.109	-0.025	0.197	0.081	0.021
50	0.195	-0.030	0.045	-0.093	0.091	0.289	0.634	-0.069	-0.044	0.254	-0.185	-0.097	0.779	0.112	0.047	0.412	0.096	-0.090	0.170	0.045	0.174	0.204	0.003	0.144	1.000	0.396	0.126	0.030	-0.061	-0.027	0.147	0.559	-0.065	0.061	0.212	0.057	0.052
56	0.011	0.037	0.108	-0.088	0.169	0.175	0.048	0.025	0.002	0.220	-0.096	-0.130	0.208	0.156	0.082	0.108	0.243	-0.043	0.070	0.003	0.060	0.122	-0.009	0.099	0.396	1.000	0.101	0.047	-0.015	-0.001	0.196	0.106	-0.026	0.086	0.202	0.064	0.033
6	0.049	-0.102	-0.131	-0.194	-0.057	0.036	0.015	-0.049	-0.058	0.165	-0.166	-0.065	0.023	-0.104	-0.056	0.158	-0.083	-0.192	-0.031	-0.010	0.030	0.010	-0.035	-0.019	0.126	0.101	1.000	-0.067	-0.112	-0.195	-0.065	-0.006	-0.120	-0.063	-0.152	-0.030	0.052
65	-0.044	0.141	0.065	0.017	-0.015	-0.019	-0.023	-0.005	0.041	-0.046	-0.064	-0.152	-0.023	-0.053	-0.042	-0.044	-0.014	0.026	0.011	-0.003	0.059	0.751	-0.020	0.058	0.030	0.047	-0.067	1.000	0.047	0.050	-0.036	0.020	0.046	0.576	0.088	0.003	0.317
67	-0.033	-0.024	-0.066	0.238	-0.042	0.009	-0.025	-0.077	0.376	-0.089	-0.140	-0.418	-0.069	-0.045	-0.051	-0.080	-0.025	0.463	0.067	0.115	0.014	0.002	-0.039	0.271	-0.061	-0.015	-0.112	0.047	1.000	0.179	-0.012	-0.002	0.133	-0.043	0.550	-0.018	0.018
7	0.042	-0.005	0.152	0.299	0.161	0.061	-0.043	-0.034	0.085	-0.093	-0.071	-0.441	-0.086	0.125	-0.030	-0.125	0.025	0.203	0.060	0.047	-0.047	-0.031	0.029	0.062	-0.027	-0.001	-0.195	0.050	0.179	1.000	0.157	-0.046	0.293	0.051	0.282	0.003	-0.013
76	0.197	0.058	0.169	-0.008	0.041	0.278	0.015	0.055	-0.028	0.089	-0.085	-0.123	-0.013	0.540	0.254	0.165	0.112	-0.071	0.438	0.075	-0.017	-0.037	0.065	0.088	0.147	0.196	-0.065	-0.036	-0.012	0.157	1.000	0.016	0.018	-0.043	0.264	-0.012	-0.029
78	0.066	-0.032	0.071	-0.057	0.001	0.094	0.711	-0.116	-0.031	0.188	-0.082	-0.064	0.627	-0.029	0.003	0.275	0.037	-0.009	0.054	0.017	0.270	0.206	-0.021	0.030	0.559	0.106	-0.006	0.020	-0.002	-0.046	0.016	1.000	-0.050	0.210	0.200	-0.005	0.053
8	-0.029	-0.013	0.069	0.064	0.073	-0.008	-0.017	-0.121	0.131	-0.044	0.050	-0.270	-0.052	0.163	0.049	-0.050	0.075	0.118	0.015	0.086	-0.080	-0.048	0.064	-0.109	-0.065	-0.026	-0.120	0.046	0.133	0.293	0.018	-0.050	1.000	-0.006	0.057	-0.029	-0.067
87	-0.057	0.088	0.160	0.030	-0.030	-0.047	-0.007	0.025	-0.036	-0.047	-0.107	-0.094	0.066	-0.019	-0.016	-0.017	0.098	-0.025	-0.036	0.012	0.271	0.747	-0.024	-0.025	0.061	0.086	-0.063	0.576	-0.043	0.051	-0.043	0.210	-0.006	1.000	0.145	-0.012	0.230
9	0.132	0.030	0.105	0.160	0.112	0.232	0.130	-0.099	0.365	0.013	-0.217	-0.434	0.122	0.116	-0.016	0.100	0.325	0.309	0.223	0.231	0.181	0.155	0.031	0.197	0.212	0.202	-0.152	0.088	0.550	0.282	0.264	0.200	0.057	0.145	1.000	0.357	0.131
92	0.044	0.048	-0.015	-0.062	-0.012	0.120	0.066	-0.048	-0.012	0.047	-0.080	-0.049	0.086	-0.007	-0.006	0.180	0.647	-0.041	0.064	-0.021	0.000	-0.009	-0.003	0.081	0.057	0.064	-0.030	0.003	-0.018	0.003	-0.012	-0.005	-0.029	-0.012	0.357	1.000	0.249
99	0.009	0.040	0.005	-0.038	-0.051	0.010	0.008	0.132	0.035	0.048	-0.057	-0.145	0.016	0.011	0.048	0.055	0.140	-0.064	0.038	-0.033	0.138	0.315	0.004	0.021	0.052	0.033	0.052	0.317	0.018	-0.013	-0.029	0.053	-0.067	0.230	0.131	0.249	1.000
