19	0.014	0.017	-0.010	-0.066	0.063	0.040	-0.047	0.015	0.040	-0.053	1.000	-0.100	-0.050	0.053	0.001	-0.030	0.105	0.059	0.015	-0.015	-0.057	-0.003	-0.032	0.063	-0.058	-0.065	-0.010	0.017	-0.049	-0.054	0.096	-0.091	0.120	-0.104	0.050	0.009	-0.004
2	0.008	0.004	0.090	-0.019	0.002	-0.142	0.044	-0.037	-0.048	-0.072	-0.100	1.000	0.019	0.089	0.010	-0.052	0.021	0.022	0.087	0.018	0.028	0.004	0.036	0.029	-0.010	-0.076	-0.035	0.030	0.060	-0.114	-0.060	0.052	0.072	0.063	0.001	-0.018	-0.052
20	-0.046	-0.056	-0.020	0.068	-0.023	0.036	-0.026	0.041	-0.013	-0.060	-0.050	0.019	1.000	-0.016	0.052	0.029	-0.005	-0.022	-0.010	0.062	-0.027	0.042	0.023	-0.054	0.093	-0.068	-0.019	0.044	0.018	-0.002	-0.032	0.010	0.014	-0.037	0.022	-0.011	0.064
21	-0.126	-0.075	0.013	0.033	-0.026	0.007	-0.036	0.061	-0.031	0.074	0.053	0.089	-0.016	1.000	-0.018	-0.002	-0.055	-0.055	0.053	-0.005	0.020	0.047	-0.003	-0.004	-0.011	0.042	-0.016	0.007	0.255	-0.020	0.108	-0.014	-0.074	-0.011	0.049	0.042	0.007
22	-0.044	-0.020	0.039	-0.020	0.017	0.058	-0.046	0.059	0.007	0.036	0.001	0.010	0.052	-0.018	1.000	-0.035	-0.010	0.019	0.041	-0.021	0.012	-0.069	-0.032	-0.094	0.032	-0.025	0.022	0.048	-0.017	-0.050	0.043	-0.078	0.096	-0.031	-0.025	-0.094	0.080
23	-0.046	0.046	-0.026	-0.045	0.035	-0.099	0.027	0.067	0.010	-0.027	-0.030	-0.052	0.029	-0.002	-0.035	1.000	0.044	-0.025	-0.011	0.009	-0.039	0.022	0.006	0.006	-0.005	-0.022	-0.012	-0.019	0.034	0.066	-0.042	0.062	0.084	-0.001	-0.080	0.060	-0.032
24	0.019	-0.075	-0.012	0.079	0.010	-0.010	-0.007	-0.012	-0.016	-0.001	0.105	0.021	-0.005	-0.055	-0.010	0.044	1.000	0.072	0.048	-0.023	-0.043	0.021	0.006	-0.021	-0.051	0.000	-0.028	0.002	0.025	-0.080	-0.018	0.002	0.063	-0.014	-0.019	-0.060	-0.029
25	0.096	0.102	-0.055	-0.013	-0.015	-0.027	0.019	-0.008	-0.014	-0.084	0.059	0.022	-0.022	-0.055	0.019	-0.025	0.072	1.000	-0.100	0.001	0.020	0.013	-0.012	-0.139	0.047	-0.014	-0.028	0.051	-0.079	-0.002	-0.018	0.056	-0.008	0.067	0.133	-0.079	0.058
26	-0.010	0.052	-0.017	-0.028	0.108	0.012	-0.035	0.098	-0.012	-0.071	0.015	0.087	-0.010	0.053	0.041	-0.011	0.048	-0.100	1.000	0.012	-0.032	-0.067	-0.009	0.037	0.002	-0.054	-0.010	0.038	0.102	-0.002	-0.055	0.003	0.001	0.034	-0.092	0.030	-0.008
264	-0.014	-0.036	-0.023	0.002	-0.042	0.001	0.009	-0.015	-0.011	-0.011	-0.015	0.018	0.062	-0.005	-0.021	0.009	-0.023	0.001	0.012	1.000	-0.078	-0.068	0.006	0.055	-0.023	-0.030	0.062	0.057	0.046	-0.055	0.033	-0.043	-0.039	0.057	0.066	-0.030	0.010
28	0.038	0.065	0.033	-0.042	0.030	0.042	-0.043	-0.033	-0.040	0.014	-0.057	0.028	-0.027	0.020	0.012	-0.039	-0.043	0.020	-0.032	-0.078	1.000	-0.007	0.007	0.067	0.029	-0.039	0.024	0.004	0.001	0.067	-0.040	-0.027	-0.052	0.101	-0.025	0.047	-0.082
29	0.008	-0.005	-0.004	0.072	-0.033	-0.061	-0.090	-0.007	-0.006	-0.081	-0.003	0.004	0.042	0.047	-0.069	0.022	0.021	0.013	-0.067	-0.068	-0.007	1.000	-0.003	0.007	0.021	0.010	0.002	0.003	-0.033	0.049	0.046	0.017	0.008	-0.047	0.046	0.017	-0.057
349	-0.004	-0.030	0.037	-0.007	-0.033	-0.031	0.045	0.013	0.000	-0.023	-0.032	0.036	0.023	-0.003	-0.032	0.006	0.006	-0.012	-0.009	0.006	0.007	-0.003	1.000	0.025	-0.078	-0.047	-0.016	-0.003	0.025	-0.009	-0.033	0.025	0.048	0.031	0.006	-0.017	-0.005
4	-0.040	-0.044	-0.029	0.092	0.055	0.016	0.018	-0.023	-0.011	0.107	0.063	0.029	-0.054	-0.004	-0.094	0.006	-0.021	-0.139	0.037	0.055	0.067	0.007	0.025	1.000	0.022	0.024	-0.011	-0.053	-0.011	-0.091	0.047	-0.102	-0.013	0.104	0.046	-0.018	-0.095
50	-0.038	0.015	-0.004	0.021	-0.039	0.058	-0.101	-0.088	-0.024	0.025	-0.058	-0.010	0.093	-0.011	0.032	-0.005	-0.051	0.047	0.002	-0.023	0.029	0.021	-0.078	0.022	1.000	-0.043	-0.046	0.034	0.012	0.002	0.086	-0.014	-0.009	-0.001	-0.047	0.021	0.001
56	0.068	0.051	0.011	0.080	0.002	0.004	-0.000	-0.064	0.031	0.053	-0.065	-0.076	-0.068	0.042	-0.025	-0.022	0.000	-0.014	-0.054	-0.030	-0.039	0.010	-0.047	0.024	-0.043	1.000	0.112	0.039	-0.063	-0.078	-0.032	-0.037	0.027	-0.081	0.087	-0.046	0.113
6	-0.056	0.099	0.094	-0.084	-0.039	0.061	0.033	0.029	-0.050	0.007	-0.010	-0.035	-0.019	-0.016	0.022	-0.012	-0.028	-0.028	-0.010	0.062	0.024	0.002	-0.016	-0.011	-0.046	0.112	1.000	0.053	0.068	-0.012	0.013	0.075	-0.077	-0.059	-0.030	-0.016	-0.041
65	0.131	0.051	0.011	-0.051	0.011	-0.029	-0.013	-0.059	-0.013	-0.055	0.017	0.030	0.044	0.007	0.048	-0.019	0.002	0.051	0.038	0.057	0.004	0.003	-0.003	-0.053	0.034	0.039	0.053	1.000	0.011	-0.071	-0.053	0.004	-0.051	-0.028	-0.032	-0.039	0.022
67	-0.087	-0.077	-0.045	-0.013	0.012	-0.013	0.012	0.005	0.046	-0.010	-0.049	0.060	0.018	0.255	-0.017	0.034	0.025	-0.079	0.102	0.046	0.001	-0.033	0.025	-0.011	0.012	-0.063	0.068	0.011	1.000	0.039	0.066	0.059	-0.054	0.053	-0.029	0.009	-0.031
7	0.072	0.032	0.092	-0.129	0.019	0.054	0.007	-0.124	0.056	0.096	-0.054	-0.114	-0.002	-0.020	-0.050	0.066	-0.080	-0.002	-0.002	-0.055	0.067	0.049	-0.009	-0.091	0.002	-0.078	-0.012	-0.071	0.039	1.000	0.013	0.080	0.025	0.016	-0.008	0.015	-0.006
76	-0.071	0.010	0.001	0.003	-0.081	0.055	-0.040	-0.080	0.027	0.016	0.096	-0.060	-0.032	0.108	0.043	-0.042	-0.018	-0.018	-0.055	0.033	-0.040	0.046	-0.033	0.047	0.086	-0.032	0.013	-0.053	0.066	0.013	1.000	-0.051	0.009	-0.077	0.020	-0.019	0.013
78	0.042	0.090	0.021	0.029	0.001	-0.044	-0.022	0.008	-0.006	0.006	-0.091	0.052	0.010	-0.014	-0.078	0.062	0.002	0.056	0.003	-0.043	-0.027	0.017	0.025	-0.102	-0.014	-0.037	0.075	0.004	0.059	0.080	-0.051	1.000	-0.093	0.021	-0.001	-0.020	-0.077
8	0.067	-0.073	0.017	-0.021	0.062	-0.051	-0.018	0.024	0.051	-0.011	0.120	0.072	0.014	-0.074	0.096	0.084	0.063	-0.008	0.001	-0.039	-0.052	0.008	0.048	-0.013	-0.009	0.027	-0.077	-0.051	-0.054	0.025	0.009	-0.093	1.000	0.003	-0.049	0.033	0.029
87	0.022	-0.094	-0.012	0.084	-0.037	-0.010	-0.002	0.014	0.033	0.006	-0.104	0.063	-0.037	-0.011	-0.031	-0.001	-0.014	0.067	0.034	0.057	0.101	-0.047	0.031	0.104	-0.001	-0.081	-0.059	-0.028	0.053	0.016	-0.077	0.021	0.003	1.000	-0.036	0.028	-0.036
9	-0.053	0.002	-0.041	0.118	0.019	-0.022	0.002	-0.054	0.007	0.163	0.050	0.001	0.022	0.049	-0.025	-0.080	-0.019	0.133	-0.092	0.066	-0.025	0.046	0.006	0.046	-0.047	0.087	-0.030	-0.032	-0.029	-0.008	0.020	-0.001	-0.049	-0.036	1.000	-0.068	-0.007
92	0.040	0.034	-0.004	-0.048	0.031	0.037	0.002	0.019	-0.025	-0.004	0.009	-0.018	-0.011	0.042	-0.094	0.060	-0.060	-0.079	0.030	-0.030	0.047	0.017	-0.017	-0.018	0.021	-0.046	-0.016	-0.039	0.009	0.015	-0.019	-0.020	0.033	0.028	-0.068	1.000	-0.050
99	0.067	-0.065	-0.009	0.020	-0.018	0.046	0.004	0.058	0.109	-0.042	-0.004	-0.052	0.064	0.007	0.080	-0.032	-0.029	0.058	-0.008	0.010	-0.082	-0.057	-0.005	-0.095	0.001	0.113	-0.041	0.022	-0.031	-0.006	0.013	-0.077	0.029	-0.036	-0.007	-0.050	1.000
