124	0.129	0.063	0.012	0.034	0.070	-0.093	-0.047	-0.085	-0.103	1.000	0.086	0.134	0.130	0.023	-0.061	0.041	-0.046	0.029	-0.043	-0.018	0.009	-0.083	0.168	-0.044	-0.106	0.018	0.010	-0.026	0.038	-0.046	0.016	-0.022	-0.012	-0.054	-0.008	-0.069	-0.067	0.018	-0.026	0.032	0.002	0.060	-0.071	-0.095	0.004	0.087	-0.034	-0.006	-0.014	0.064	0.033	0.001	-0.008	0.055	0.057	0.143	-0.001	-0.171	0.024	-0.020	-0.063	0.006	0.062	0.074	-0.018	-0.079	0.001	0.018	-0.052	0.027	-0.029	0.013	0.046	-0.032	0.118	-0.021	-0.076	0.006	0.059	0.012	0.073	-0.019	-0.000	-0.122	0.002	0.048	-0.185	0.030
126	-0.000	0.042	-0.023	-0.019	-0.030	0.020	0.016	0.099	-0.022	0.086	1.000	-0.053	0.032	0.026	-0.042	0.001	0.004	0.052	0.043	0.061	0.112	0.001	-0.000	-0.001	-0.061	-0.004	-0.053	0.022	0.094	0.046	-0.003	-0.075	-0.018	-0.076	-0.041	-0.051	-0.100	-0.054	-0.001	-0.078	0.113	-0.036	-0.014	-0.064	0.009	0.025	-0.014	0.046	0.056	0.079	-0.040	-0.005	0.032	0.006	-0.084	0.011	-0.062	-0.029	-0.024	-0.053	0.000	0.051	-0.013	-0.021	0.022	0.003	-0.076	-0.002	0.044	-0.035	-0.077	-0.044	-0.057	0.043	0.054	0.024	-0.007	0.032	-0.047	-0.061	0.031	0.022	0.105	-0.027	0.004	0.038	0.029	0.044
127	0.073	-0.012	-0.045	-0.085	0.137	-0.018	0.009	0.008	-0.085	0.134	-0.053	1.000	0.012	-0.013	-0.007	0.118	-0.014	-0.025	-0.048	-0.067	0.012	-0.012	-0.046	-0.078	-0.057	-0.009	0.052	-0.023	-0.097	0.023	0.040	-0.001	0.068	-0.053	-0.029	-0.072	-0.059	0.061	-0.062	-0.036	0.054	-0.009	0.143	0.105	-0.053	-0.045	-0.029	0.004	0.081	0.047	0.008	0.049	0.073	0.017	0.026	-0.016	0.075	-0.008	-0.046	0.057	-0.087	0.003	0.050	0.083	-0.025	-0.018	-0.149	0.052	0.159	-0.026	0.014	0.088	-0.035	0.018	-0.017	-0.047	-0.041	0.044	0.026	0.145	0.083	0.024	-0.114	0.020	-0.004	-0.016	-0.089	-0.046
13	-0.011	-0.008	-0.086	0.030	-0.040	-0.013	0.036	-0.091	-0.022	0.130	0.032	0.012	1.000	0.089	-0.084	0.088	-0.079	-0.006	0.011	0.009	0.013	0.068	0.049	-0.050	-0.063	-0.068	-0.005	-0.042	-0.035	-0.031	-0.042	-0.021	0.046	0.026	0.032	-0.063	-0.029	0.065	-0.087	0.079	0.032	0.092	0.027	-0.047	0.014	0.012	-0.073	-0.044	0.046	0.059	0.034	0.005	0.001	0.083	0.020	-0.030	0.021	0.044	-0.024	-0.069	0.034	-0.093	0.057	-0.025	-0.013	0.027	-0.004	-0.023	-0.045	-0.052	0.000	0.012	0.074	-0.033	0.088	0.042	0.114	0.022	-0.067	0.033	0.079	-0.036	-0.043	-0.026	0.023	-0.065	0.019	-0.159
134	0.016	-0.035	-0.031	-0.008	-0.043	0.056	-0.054	-0.022	0.064	0.023	0.026	-0.013	0.089	1.000	0.012	0.043	-0.018	-0.013	-0.072	-0.039	0.015	-0.009	0.026	0.004	0.032	0.076	-0.065	-0.037	0.016	-0.013	0.023	0.006	-0.004	0.024	0.003	-0.015	0.023	-0.026	-0.042	0.080	0.026	0.060	-0.081	-0.021	0.017	0.042	0.010	0.017	0.011	0.004	0.039	-0.038	0.035	0.077	-0.031	-0.036	0.064	0.001	-0.039	0.016	-0.005	-0.004	-0.085	-0.053	0.042	0.008	-0.062	0.059	0.073	0.045	-0.035	-0.033	0.044	-0.035	-0.061	0.016	-0.113	-0.026	0.118	0.044	-0.027	0.030	-0.034	-0.024	-0.008	0.019	0.043	-0.097
138	-0.022	-0.039	0.050	0.082	-0.025	-0.039	0.055	0.074	0.122	-0.061	-0.042	-0.007	-0.084	0.012	1.000	-0.105	0.037	0.010	-0.015	-0.007	-0.041	-0.037	0.037	-0.020	0.028	-0.029	-0.021	0.009	-0.087	-0.040	-0.101	0.011	-0.004	0.038	-0.027	0.018	-0.046	0.027	0.012	0.012	0.053	-0.056	-0.081	-0.005	-0.064	-0.023	-0.070	-0.070	-0.077	0.106	-0.049	-0.071	-0.042	-0.015	0.045	-0.144	-0.023	0.094	0.048	0.040	-0.003	0.038	0.040	-0.050	-0.026	0.020	-0.039	-0.002	0.125	-0.008	-0.074	-0.040	-0.013	0.026	0.055	0.005	0.079	-0.027	0.097	0.017	0.001	0.005	0.052	0.108	0.040	0.052	0.012	-0.010
139	0.081	-0.032	0.016	-0.052	0.065	0.063	-0.043	-0.041	-0.068	0.041	0.001	0.118	0.088	0.043	-0.105	1.000	-0.007	-0.032	-0.044	-0.043	0.024	0.006	-0.022	0.022	-0.057	0.058	0.052	-0.036	-0.014	-0.035	0.081	-0.061	0.033	0.036	0.063	-0.142	0.017	0.022	-0.067	-0.072	-0.038	0.013	0.066	0.049	-0.090	0.031	-0.018	-0.049	0.034	-0.004	-0.028	0.054	0.045	-0.016	-0.038	0.023	-0.012	-0.014	-0.052	0.046	-0.002	0.067	-0.014	-0.070	0.014	0.075	0.004	-0.004	0.039	-0.000	-0.022	0.064	-0.059	0.023	0.020	-0.006	0.016	0.059	-0.016	0.009	-0.095	0.002	0.024	-0.071	-0.068	-0.039	0.067	0.005
14	0.038	0.043	-0.007	0.091	0.027	0.037	-0.013	0.020	-0.013	-0.046	0.004	-0.014	-0.079	-0.018	0.037	-0.007	1.000	0.010	-0.015	-0.043	-0.016	-0.070	-0.022	-0.047	0.007	0.022	-0.004	0.089	0.054	0.027	0.052	0.008	-0.085	-0.018	-0.024	-0.008	-0.012	-0.088	0.009	-0.008	0.034	0.000	-0.124	0.078	-0.022	-0.003	0.102	-0.001	0.097	-0.042	0.009	0.025	0.007	-0.031	-0.028	-0.181	0.095	-0.014	-0.052	0.032	-0.001	0.021	-0.010	-0.017	0.001	-0.057	0.006	-0.026	-0.109	-0.010	0.056	-0.112	0.025	-0.102	0.057	0.079	0.013	0.039	-0.023	-0.015	-0.023	-0.031	-0.044	-0.018	0.080	0.019	0.061	0.074
140	0.010	0.028	-0.050	0.119	-0.023	-0.003	-0.077	-0.054	-0.009	0.029	0.052	-0.025	-0.006	-0.013	0.010	-0.032	0.010	1.000	0.048	-0.027	0.014	-0.012	-0.059	0.017	-0.004	-0.011	-0.007	-0.049	0.004	-0.008	0.004	-0.002	-0.041	-0.001	0.042	-0.048	0.048	-0.052	-0.045	-0.071	-0.060	-0.033	-0.056	-0.004	0.051	0.019	0.013	0.076	0.033	0.005	0.018	0.026	0.046	-0.055	-0.021	0.008	-0.040	0.006	0.073	-0.050	0.048	-0.008	0.057	-0.010	-0.045	0.055	-0.048	-0.054	0.033	-0.029	-0.017	-0.041	0.068	-0.034	-0.075	-0.015	0.024	-0.011	0.013	0.047	0.035	0.026	0.063	0.040	0.013	-0.012	-0.053	0.006
141	-0.078	0.027	0.065	0.099	0.093	-0.097	0.068	-0.073	0.100	-0.043	0.043	-0.048	0.011	-0.072	-0.015	-0.044	-0.015	0.048	1.000	0.014	0.050	0.066	-0.022	-0.076	0.085	-0.108	-0.050	0.117	-0.074	0.039	0.015	-0.095	-0.063	0.077	-0.012	-0.030	0.011	-0.012	-0.096	-0.042	0.010	-0.068	0.039	-0.027	-0.001	-0.054	-0.045	0.012	0.047	-0.005	0.053	0.003	-0.044	-0.082	-0.009	-0.006	-0.075	0.080	0.052	-0.024	0.028	0.115	0.115	0.037	-0.054	-0.087	-0.057	-0.156	0.015	0.012	-0.037	-0.016	-0.106	0.132	0.010	-0.024	-0.045	-0.011	0.090	-0.074	0.133	0.053	0.041	0.024	-0.024	-0.054	-0.046	0.045
146	0.015	-0.049	-0.007	0.027	0.008	0.040	0.022	0.073	0.019	-0.018	0.061	-0.067	0.009	-0.039	-0.007	-0.043	-0.043	-0.027	0.014	1.000	0.017	-0.017	-0.050	0.103	-0.026	-0.013	0.053	0.045	-0.007	0.006	-0.005	-0.008	0.047	-0.019	0.058	0.029	0.004	-0.067	0.009	-0.015	-0.037	0.042	-0.001	0.011	-0.014	0.064	-0.056	-0.024	-0.063	-0.012	-0.013	-0.032	-0.009	-0.003	-0.097	-0.027	-0.045	-0.003	-0.007	-0.022	0.001	0.053	0.002	-0.038	-0.041	0.007	-0.057	-0.048	-0.066	0.033	0.020	0.022	0.078	-0.026	0.061	-0.044	0.065	0.002	-0.050	0.001	0.049	0.027	0.036	0.040	-0.023	0.017	0.025	0.064
149	0.094	-0.078	-0.018	-0.006	-0.011	0.017	-0.040	0.024	-0.036	0.009	0.112	0.012	0.013	0.015	-0.041	0.024	-0.016	0.014	0.050	0.017	1.000	-0.018	0.030	-0.028	0.019	0.088	-0.033	0.075	0.019	-0.004	0.037	0.033	-0.027	0.088	0.071	0.040	-0.060	0.037	-0.020	0.101	-0.009	0.023	0.016	-0.017	-0.098	-0.011	-0.066	0.057	-0.146	-0.026	0.005	0.074	-0.076	-0.035	-0.001	0.099	0.058	0.066	-0.042	-0.072	0.005	-0.036	0.002	0.158	0.025	0.021	-0.035	-0.033	-0.058	0.092	0.053	-0.016	-0.068	0.026	-0.121	-0.108	-0.079	-0.025	-0.067	-0.037	0.009	0.091	0.089	0.001	0.018	-0.031	-0.053	0.061
15	-0.154	0.091	0.043	0.074	-0.060	0.060	-0.058	0.102	0.092	-0.083	0.001	-0.012	0.068	-0.009	-0.037	0.006	-0.070	-0.012	0.066	-0.017	-0.018	1.000	0.012	0.031	0.017	-0.048	-0.006	-0.088	-0.030	0.021	0.040	-0.007	0.022	-0.007	-0.015	0.074	-0.014	0.040	0.017	-0.144	-0.034	0.021	0.001	-0.050	0.062	-0.075	-0.020	-0.018	-0.053	0.041	-0.002	0.024	-0.025	0.034	-0.060	0.009	0.004	0.023	0.012	0.019	0.066	0.003	0.026	0.072	0.004	0.087	0.031	-0.103	-0.063	0.006	-0.063	0.067	-0.048	-0.004	-0.045	0.020	-0.040	0.033	-0.092	-0.064	0.071	-0.089	0.006	0.062	0.079	-0.001	0.028	-0.004
152	-0.074	-0.008	0.036	-0.030	0.007	-0.081	-0.059	-0.047	0.015	0.168	-0.000	-0.046	0.049	0.026	0.037	-0.022	-0.022	-0.059	-0.022	-0.050	0.030	0.012	1.000	-0.022	-0.006	-0.012	0.001	0.047	0.016	-0.034	0.037	0.005	-0.098	0.059	0.023	-0.014	-0.090	0.033	-0.021	0.078	0.023	0.013	-0.034	-0.081	0.086	0.049	0.125	-0.057	0.024	-0.024	-0.026	0.041	0.072	-0.022	-0.018	0.087	0.022	0.042	-0.011	0.003	-0.016	0.024	0.024	0.010	0.005	-0.106	0.020	0.015	-0.042	-0.073	-0.043	-0.015	0.026	-0.011	0.025	0.139	-0.015	-0.028	0.017	-0.065	-0.060	0.008	-0.011	-0.008	0.014	0.006	-0.002	-0.048
158	-0.043	-0.082	-0.007	-0.017	-0.016	0.104	-0.061	-0.063	-0.042	-0.044	-0.001	-0.078	-0.050	0.004	-0.020	0.022	-0.047	0.017	-0.076	0.103	-0.028	0.031	-0.022	1.000	-0.018	0.057	0.102	-0.023	-0.116	0.022	0.080	0.015	0.010	-0.024	0.044	0.037	0.051	0.028	-0.020	-0.116	-0.028	-0.044	0.020	0.007	0.069	0.061	-0.028	0.034	-0.059	0.005	-0.013	-0.074	-0.007	-0.077	0.037	0.111	0.021	-0.002	0.038	-0.019	0.043	-0.042	-0.065	-0.098	0.140	0.016	0.067	0.017	-0.006	0.013	0.027	-0.010	0.055	-0.062	-0.028	0.020	0.093	-0.033	0.030	-0.032	-0.048	-0.006	0.047	0.052	0.055	-0.017	0.048	-0.008
159	0.059	-0.001	0.090	-0.039	0.056	0.000	-0.053	0.046	-0.007	-0.106	-0.061	-0.057	-0.063	0.032	0.028	-0.057	0.007	-0.004	0.085	-0.026	0.019	0.017	-0.006	-0.018	1.000	0.036	-0.002	-0.097	0.008	0.080	-0.064	0.002	-0.004	-0.023	-0.009	0.088	0.072	-0.009	0.039	0.116	0.015	-0.028	-0.035	0.028	0.080	-0.116	-0.083	-0.036	-0.001	-0.015	0.058	0.047	-0.019	-0.132	0.061	0.141	-0.004	0.013	0.115	0.090	0.040	-0.024	-0.024	-0.024	-0.011	0.004	0.080	-0.050	0.034	0.015	-0.013	-0.091	-0.022	0.028	-0.053	0.064	-0.111	0.057	-0.076	-0.036	0.014	0.104	-0.127	0.072	-0.002	-0.044	-0.002	-0.040
16	0.037	-0.191	-0.040	0.111	-0.055	0.091	-0.055	-0.003	-0.033	0.018	-0.004	-0.009	-0.068	0.076	-0.029	0.058	0.022	-0.011	-0.108	-0.013	0.088	-0.048	-0.012	0.057	0.036	1.000	-0.099	-0.040	0.128	-0.062	0.018	0.042	-0.007	-0.017	-0.060	0.007	-0.038	0.036	-0.010	0.045	0.058	0.098	-0.067	0.056	-0.059	-0.090	0.000	-0.052	-0.034	0.005	-0.023	0.077	-0.058	0.005	-0.041	0.069	0.092	-0.054	0.080	-0.072	0.017	-0.051	-0.070	0.026	0.069	-0.003	0.039	0.085	0.032	0.054	0.080	0.008	-0.061	-0.041	0.074	-0.007	-0.068	-0.019	-0.004	0.036	-0.066	-0.019	0.006	0.092	-0.082	0.053	0.094	-0.009
172	-0.031	0.006	0.005	-0.092	0.064	0.031	-0.084	-0.144	0.035	0.010	-0.053	0.052	-0.005	-0.065	-0.021	0.052	-0.004	-0.007	-0.050	0.053	-0.033	-0.006	0.001	0.102	-0.002	-0.099	1.000	-0.029	-0.113	-0.094	0.012	0.030	0.016	-0.030	0.040	0.028	-0.013	0.065	-0.024	-0.095	-0.016	-0.002	-0.023	0.066	0.070	0.001	0.002	0.029	-0.008	-0.102	0.078	0.080	0.044	-0.045	0.028	0.007	-0.114	0.018	-0.015	0.101	0.035	0.044	0.017	-0.024	0.007	0.064	-0.031	-0.069	-0.067	-0.016	-0.001	0.033	0.116	-0.019	-0.069	0.001	0.141	-0.039	-0.060	0.010	-0.070	0.044	0.018	-0.001	-0.007	-0.017	0.122	0.017
175	-0.007	-0.024	0.003	0.072	0.048	0.072	0.114	-0.007	0.018	-0.026	0.022	-0.023	-0.042	-0.037	0.009	-0.036	0.089	-0.049	0.117	0.045	0.075	-0.088	0.047	-0.023	-0.097	-0.040	-0.029	1.000	-0.067	0.001	0.025	0.072	0.035	0.008	0.045	-0.030	-0.008	0.007	-0.025	-0.042	0.053	0.033	-0.043	-0.037	0.025	-0.001	-0.071	0.078	0.022	0.034	0.018	0.059	-0.023	0.058	0.056	-0.048	0.048	0.033	0.009	-0.112	-0.025	0.156	-0.038	0.033	-0.035	-0.131	-0.029	-0.046	-0.013	-0.055	0.047	0.050	-0.085	0.025	0.064	-0.021	-0.089	-0.024	0.016	-0.025	-0.036	0.016	-0.051	-0.034	0.015	0.042	-0.008	-0.054
18	0.021	-0.034	0.072	0.006	0.035	0.035	-0.029	0.064	-0.036	0.038	0.094	-0.097	-0.035	0.016	-0.087	-0.014	0.054	0.004	-0.074	-0.007	0.019	-0.030	0.016	-0.116	0.008	0.128	-0.113	-0.067	1.000	0.022	-0.097	0.018	0.029	-0.005	-0.020	0.103	-0.013	-0.179	0.047	-0.030	0.015	-0.007	-0.066	-0.045	0.015	-0.024	0.172	-0.028	-0.053	-0.044	-0.113	0.007	-0.018	0.000	0.022	-0.011	0.112	-0.105	0.052	-0.108	-0.022	-0.008	-0.099	-0.040	-0.001	0.038	0.011	0.010	-0.031	0.011	0.082	-0.050	0.021	0.069	0.045	0.049	0.057	0.026	0.049	-0.052	0.025	0.020	-0.031	0.170	-0.027	0.106	-0.073	0.134
180	-0.017	0.029	0.019	-0.018	0.009	-0.070	0.037	-0.007	-0.007	-0.046	0.046	0.023	-0.031	-0.013	-0.040	-0.035	0.027	-0.008	0.039	0.006	-0.004	0.021	-0.034	0.022	0.080	-0.062	-0.094	0.001	0.022	1.000	0.018	-0.013	0.008	0.075	-0.014	0.090	-0.051	-0.039	-0.043	0.007	0.042	-0.151	-0.005	0.034	0.042	-0.010	0.014	-0.001	0.060	-0.058	0.032	0.050	0.027	-0.058	0.022	0.028	-0.033	-0.104	-0.150	0.068	-0.015	-0.003	-0.043	-0.004	0.008	0.015	0.035	-0.111	0.049	-0.064	-0.054	0.057	-0.093	-0.014	0.003	-0.053	-0.029	0.141	0.046	-0.000	-0.018	0.079	0.009	0.006	0.007	0.064	-0.001	0.019
19	-0.098	0.013	0.059	-0.026	0.094	0.103	-0.112	0.086	-0.062	0.016	-0.003	0.040	-0.042	0.023	-0.101	0.081	0.052	0.004	0.015	-0.005	0.037	0.040	0.037	0.080	-0.064	0.018	0.012	0.025	-0.097	0.018	1.000	0.023	0.064	0.057	0.128	-0.033	0.011	0.076	0.028	-0.123	-0.035	0.084	0.056	-0.033	0.053	-0.064	-0.014	-0.007	0.061	-0.083	0.064	0.024	0.040	-0.004	-0.076	0.003	-0.039	-0.052	-0.055	-0.023	-0.051	-0.022	-0.045	0.007	-0.011	-0.059	0.043	0.010	0.022	0.027	0.059	0.011	-0.070	0.018	-0.111	0.049	-0.111	0.009	-0.009	0.037	-0.015	0.092	-0.055	0.021	-0.011	-0.059	0.003	-0.054
190	0.067	-0.051	0.067	-0.028	-0.031	-0.073	-0.064	0.037	-0.007	-0.022	-0.075	-0.001	-0.021	0.006	0.011	-0.061	0.008	-0.002	-0.095	-0.008	0.033	-0.007	0.005	0.015	0.002	0.042	0.030	0.072	0.018	-0.013	0.023	1.000	-0.012	0.016	0.026	-0.032	-0.013	-0.025	0.067	-0.005	0.044	-0.000	-0.026	0.027	0.037	0.078	0.001	-0.003	-0.003	-0.010	0.035	-0.025	-0.080	-0.018	0.058	-0.012	-0.041	-0.016	0.076	0.047	-0.082	-0.048	0.061	0.031	-0.068	-0.030	-0.011	-0.022	0.054	0.043	0.034	-0.029	0.007	0.019	-0.002	-0.065	0.060	-0.018	0.046	0.093	-0.036	0.040	-0.007	0.027	-0.024	0.004	-0.049	-0.061
2	0.076	-0.048	-0.023	-0.099	-0.059	0.038	0.041	0.015	-0.065	-0.012	-0.018	0.068	0.046	-0.004	-0.004	0.033	-0.085	-0.041	-0.063	0.047	-0.027	0.022	-0.098	0.010	-0.004	-0.007	0.016	0.035	0.029	0.008	0.064	-0.012	1.000	-0.082	-0.023	-0.023	-0.002	0.003	0.051	0.165	0.135	-0.006	-0.004	0.061	0.033	0.056	0.002	-0.107	-0.016	0.048	0.008	-0.049	0.051	-0.075	-0.018	0.010	-0.011	-0.033	-0.059	0.008	0.019	0.072	0.110	0.085	0.080	0.034	0.097	0.009	-0.004	0.094	0.039	0.014	-0.023	-0.037	-0.174	-0.084	-0.022	-0.051	-0.052	-0.031	-0.042	0.154	-0.059	0.141	0.000	0.049	-0.097	-0.087
20	0.085	0.021	-0.079	0.067	0.013	-0.072	0.034	-0.126	0.051	-0.054	-0.076	-0.053	0.026	0.024	0.038	0.036	-0.018	-0.001	0.077	-0.019	0.088	-0.007	0.059	-0.024	-0.023	-0.017	-0.030	0.008	-0.005	0.075	0.057	0.016	-0.082	1.000	0.058	0.028	0.119	0.009	0.021	-0.018	0.055	0.022	0.069	-0.043	-0.054	0.102	0.044	-0.059	0.021	-0.152	-0.063	-0.013	-0.084	0.112	0.044	0.014	-0.044	0.070	-0.076	-0.018	-0.011	-0.057	0.121	0.063	-0.128	-0.086	0.042	-0.147	-0.065	0.023	0.040	0.050	0.060	0.033	0.041	-0.028	0.003	-0.006	-0.048	-0.033	-0.052	0.015	-0.014	-0.091	-0.013	0.021	-0.092	-0.035
