117	0.096	0.052	0.004	0.013	-0.040	-0.034	0.014	-0.071	-0.007	1.000	-0.052	0.015	-0.019	-0.043	-0.104	-0.021	-0.032	-0.004	-0.027	-0.069	0.079	-0.016	-0.022	-0.026	0.013	-0.025	-0.037	0.034	-0.021	0.075	0.141	0.035	-0.031	-0.025	-0.136	0.067	0.008	-0.049	-0.083	-0.054	0.016	0.068	0.017	0.015	0.065	-0.042	-0.073	-0.021	-0.039	0.018	-0.067	0.164	0.116	-0.001	-0.118	-0.027	0.021	0.060	-0.092	-0.126	0.131	0.011	0.001	-0.064	0.088	0.052	0.056	-0.138	0.017	0.053	0.065	0.055	0.017	-0.011	-0.002	0.172	-0.142	-0.046	0.025	-0.029	-0.040	-0.000	0.107	-0.002	0.014	-0.064	0.017	-0.007	0.051
120	0.015	0.010	0.009	0.048	0.027	-0.087	-0.068	0.059	-0.016	-0.052	1.000	-0.005	0.031	-0.015	-0.044	0.027	-0.056	0.064	0.002	0.080	-0.022	-0.002	0.064	-0.039	0.021	0.090	-0.031	-0.071	-0.081	-0.010	-0.004	-0.038	0.003	0.044	-0.021	0.000	-0.038	0.019	0.048	-0.061	0.022	-0.003	0.024	-0.023	0.007	-0.007	-0.029	-0.031	-0.037	0.046	0.044	0.056	0.092	-0.042	-0.045	0.041	0.053	-0.046	-0.025	-0.076	-0.077	-0.027	-0.021	-0.067	0.024	-0.037	-0.070	0.100	0.028	-0.008	0.035	0.020	0.009	-0.014	-0.023	-0.091	-0.001	0.081	-0.054	0.001	0.144	0.029	0.029	0.003	0.008	-0.047	-0.036	-0.020	0.050
124	-0.030	-0.006	0.053	-0.020	0.067	-0.008	0.041	-0.011	-0.053	0.015	-0.005	1.000	0.068	0.027	-0.033	0.072	-0.029	0.032	0.021	0.062	0.005	-0.013	-0.042	0.041	-0.104	0.010	0.029	0.062	-0.035	0.004	-0.053	0.005	-0.099	-0.024	-0.046	-0.088	0.026	0.018	0.002	-0.011	-0.010	0.012	-0.097	-0.025	-0.051	0.088	-0.036	0.018	0.005	-0.040	-0.014	-0.037	0.027	-0.011	-0.008	-0.036	0.006	0.027	0.090	0.036	-0.031	-0.026	0.004	-0.012	-0.027	0.053	-0.023	-0.016	-0.028	-0.062	0.083	-0.014	-0.033	0.040	0.003	-0.043	-0.053	-0.083	0.025	0.082	0.018	0.036	-0.011	0.149	0.012	0.014	0.005	0.089	-0.022
125	0.033	-0.002	0.071	0.048	-0.017	-0.054	0.074	0.008	-0.015	-0.019	0.031	0.068	1.000	-0.070	0.012	-0.002	0.083	0.010	0.034	0.050	-0.065	-0.020	-0.015	-0.028	-0.001	0.047	-0.089	-0.020	0.037	-0.007	-0.041	-0.057	-0.035	0.092	0.060	0.081	0.049	-0.091	0.023	-0.052	-0.008	-0.069	0.133	0.093	-0.002	0.052	-0.021	-0.020	-0.054	-0.069	-0.004	-0.013	-0.074	0.008	-0.012	0.120	0.069	-0.008	0.011	-0.042	-0.062	-0.036	-0.105	0.006	-0.049	0.035	0.060	0.034	-0.171	-0.049	0.057	0.093	-0.085	-0.022	0.020	0.058	0.047	-0.045	-0.106	0.021	0.026	0.002	0.016	0.021	-0.032	-0.113	-0.021	-0.020	0.092
126	-0.051	-0.071	-0.065	-0.019	0.023	0.057	0.049	0.047	0.029	-0.043	-0.015	0.027	-0.070	1.000	-0.004	0.095	-0.043	0.002	0.054	0.001	-0.002	0.007	-0.036	0.018	0.024	0.051	0.044	0.039	-0.014	-0.018	-0.025	0.021	0.042	-0.067	-0.031	-0.001	-0.051	-0.075	0.082	0.074	0.010	-0.044	0.001	-0.020	-0.001	-0.002	0.062	0.041	0.101	0.064	0.006	-0.062	-0.099	-0.072	-0.129	0.012	0.023	-0.043	-0.010	-0.069	-0.011	-0.015	0.130	-0.053	0.014	0.002	-0.046	0.076	0.026	-0.026	0.034	-0.012	0.016	-0.104	0.065	0.025	0.032	0.017	-0.048	0.057	0.069	0.042	0.002	0.046	0.019	-0.012	-0.094	-0.057	-0.053
129	0.098	0.071	-0.032	-0.023	0.024	-0.066	0.046	0.073	-0.008	-0.104	-0.044	-0.033	0.012	-0.004	1.000	0.075	0.044	0.002	0.006	0.069	-0.009	0.027	0.032	-0.033	0.006	0.030	0.040	0.031	0.060	-0.064	-0.079	-0.022	0.079	0.060	0.044	-0.013	-0.004	0.067	0.014	0.039	-0.029	-0.065	-0.069	0.001	0.057	-0.001	0.025	-0.010	-0.007	-0.035	-0.019	-0.102	0.020	0.031	0.019	-0.028	-0.070	-0.042	-0.046	0.010	-0.067	-0.123	0.032	-0.087	0.091	-0.075	0.017	0.137	0.007	-0.008	-0.053	-0.002	-0.007	-0.022	-0.035	-0.071	0.043	0.112	-0.038	-0.117	-0.051	0.142	0.021	0.038	-0.001	-0.094	-0.006	0.023	0.020
13	0.053	-0.045	0.027	-0.026	0.040	0.072	0.067	-0.003	0.103	-0.021	0.027	0.072	-0.002	0.095	0.075	1.000	-0.057	0.032	-0.101	0.113	-0.035	-0.066	-0.014	0.006	-0.007	0.027	-0.047	-0.097	-0.005	-0.024	-0.194	0.026	0.044	-0.008	-0.103	0.007	-0.041	-0.113	-0.018	0.083	0.043	-0.112	-0.061	-0.012	-0.060	0.007	-0.080	-0.075	-0.034	-0.032	0.106	0.043	0.074	0.023	-0.046	-0.102	0.020	0.074	0.028	0.089	0.085	0.080	0.055	-0.175	-0.019	-0.090	-0.026	0.034	-0.044	0.003	0.072	0.003	0.147	0.033	0.010	-0.040	0.038	-0.056	0.013	0.005	0.035	0.022	-0.096	0.047	-0.033	-0.005	-0.057	0.007	0.025
132	-0.022	0.038	-0.042	-0.091	0.018	-0.061	0.078	0.036	-0.057	-0.032	-0.056	-0.029	0.083	-0.043	0.044	-0.057	1.000	0.036	0.008	0.012	-0.013	0.049	0.036	-0.023	0.014	-0.063	0.015	-0.007	-0.019	0.003	0.038	-0.026	-0.014	-0.118	0.089	0.034	-0.009	-0.053	-0.047	-0.015	0.073	0.117	0.069	-0.041	0.003	-0.016	0.020	0.054	0.001	0.028	0.006	-0.017	-0.017	-0.016	0.013	0.048	-0.031	-0.029	0.056	-0.028	0.030	-0.097	-0.016	-0.089	-0.005	0.160	0.059	0.073	-0.038	-0.042	-0.021	-0.014	0.035	0.022	-0.047	-0.012	-0.019	-0.101	0.111	0.077	-0.015	-0.062	-0.005	0.028	0.058	-0.023	0.015	0.033	-0.020
133	0.037	-0.016	-0.002	0.063	0.010	-0.031	-0.014	-0.001	-0.003	-0.004	0.064	0.032	0.010	0.002	0.002	0.032	0.036	1.000	0.019	-0.002	0.003	-0.044	0.029	-0.023	-0.037	-0.011	-0.095	-0.025	-0.002	0.056	0.072	0.001	0.104	-0.052	-0.067	0.081	0.095	-0.016	-0.076	-0.082	-0.015	-0.177	-0.054	-0.009	-0.083	-0.050	-0.148	0.025	0.008	-0.052	0.003	-0.003	0.064	-0.030	-0.064	0.053	0.001	0.059	0.049	-0.006	0.011	0.044	0.027	-0.103	0.156	0.040	-0.074	0.005	-0.072	-0.010	0.033	-0.132	0.016	-0.001	0.008	0.004	0.010	-0.064	0.007	-0.097	0.099	-0.025	0.093	0.099	0.010	0.033	0.016	0.025	-0.027
134	0.094	-0.042	0.000	-0.013	-0.045	-0.014	-0.159	0.004	0.042	-0.027	0.002	0.021	0.034	0.054	0.006	-0.101	0.008	0.019	1.000	0.002	0.007	-0.014	-0.038	-0.041	0.047	0.034	0.064	0.076	0.013	-0.022	-0.032	-0.003	0.014	-0.036	-0.007	0.005	-0.038	0.063	-0.043	-0.027	0.065	-0.065	0.005	-0.013	-0.005	0.038	0.063	-0.079	-0.013	0.063	0.019	-0.040	0.030	-0.065	0.011	0.085	-0.052	0.017	0.041	-0.024	-0.055	0.074	-0.016	-0.008	0.041	-0.083	0.022	0.028	0.028	-0.065	0.012	0.011	-0.048	-0.022	0.026	-0.046	0.014	0.017	0.016	0.076	-0.028	0.035	-0.018	0.041	0.011	-0.078	0.020	0.004	-0.011
139	-0.146	0.052	0.060	0.041	0.043	-0.001	-0.026	-0.064	-0.065	-0.069	0.080	0.062	0.050	0.001	0.069	0.113	0.012	-0.002	0.002	1.000	-0.013	-0.057	-0.033	0.005	0.004	0.030	0.061	0.015	-0.037	-0.031	-0.048	0.019	0.047	-0.022	-0.011	0.053	-0.122	-0.021	-0.012	-0.008	0.020	0.004	-0.103	0.043	-0.008	-0.002	0.122	0.018	-0.013	-0.009	0.104	0.005	0.030	-0.034	-0.015	0.043	-0.021	-0.042	-0.033	0.029	0.005	0.005	-0.067	-0.092	0.038	-0.004	-0.008	0.071	-0.037	0.041	-0.036	-0.012	-0.027	0.023	-0.009	-0.008	0.034	0.032	-0.067	-0.038	-0.021	0.002	-0.033	0.005	-0.011	-0.078	0.044	0.020	0.053
14	0.091	0.009	0.018	0.098	-0.007	0.150	-0.029	0.084	-0.113	0.079	-0.022	0.005	-0.065	-0.002	-0.009	-0.035	-0.013	0.003	0.007	-0.013	1.000	-0.002	-0.085	-0.021	-0.033	-0.039	0.159	-0.071	-0.056	0.103	-0.072	-0.018	-0.039	-0.010	-0.009	-0.027	0.075	0.002	-0.163	-0.061	-0.087	0.139	-0.004	-0.000	0.003	-0.042	0.001	-0.032	-0.017	0.018	0.013	-0.029	0.047	-0.046	-0.055	-0.011	0.030	0.023	-0.003	-0.024	0.008	0.039	-0.086	0.016	0.041	-0.070	0.021	-0.032	0.021	0.086	0.013	0.033	-0.037	-0.021	0.024	-0.064	-0.077	0.007	0.052	0.034	0.057	0.050	0.059	-0.099	0.063	0.004	-0.013	-0.019	0.021
140	-0.042	0.003	0.046	-0.034	0.032	0.020	-0.011	-0.027	0.027	-0.016	-0.002	-0.013	-0.020	0.007	0.027	-0.066	0.049	-0.044	-0.014	-0.057	-0.002	1.000	0.078	0.031	-0.038	0.018	0.014	0.013	0.046	0.031	0.024	-0.080	-0.005	-0.033	0.002	-0.117	-0.010	0.025	-0.037	0.023	-0.022	0.018	-0.002	-0.077	0.067	0.024	-0.051	0.017	0.109	0.026	-0.040	-0.004	0.063	0.054	0.058	0.050	-0.019	-0.119	0.009	-0.012	-0.040	0.084	-0.049	0.005	-0.089	0.091	0.024	-0.016	-0.045	0.002	-0.012	0.070	-0.066	-0.019	0.053	0.037	-0.053	0.052	0.055	-0.014	-0.041	-0.007	-0.104	-0.028	-0.050	-0.078	-0.120	0.055	0.026
143	0.028	-0.016	0.003	-0.011	-0.015	-0.005	0.088	-0.099	-0.001	-0.022	0.064	-0.042	-0.015	-0.036	0.032	-0.014	0.036	0.029	-0.038	-0.033	-0.085	0.078	1.000	-0.001	0.014	0.068	-0.018	-0.044	0.001	-0.040	0.031	-0.010	0.002	0.006	0.019	-0.020	0.092	-0.002	0.018	0.014	-0.038	-0.119	-0.039	-0.052	-0.035	-0.052	-0.037	0.007	0.036	-0.023	0.005	-0.031	0.061	0.071	-0.035	-0.061	0.025	0.089	0.060	-0.005	-0.091	0.005	0.049	-0.034	-0.058	0.074	-0.027	0.128	-0.049	0.000	-0.009	0.011	-0.021	-0.007	-0.004	0.073	0.040	-0.002	0.030	-0.084	0.082	0.087	-0.077	-0.022	-0.066	-0.016	0.014	0.018	-0.044
146	-0.025	-0.010	0.020	-0.038	0.023	-0.022	-0.060	-0.009	0.008	-0.026	-0.039	0.041	-0.028	0.018	-0.033	0.006	-0.023	-0.023	-0.041	0.005	-0.021	0.031	-0.001	1.000	-0.010	0.010	-0.010	-0.042	0.048	-0.004	-0.044	0.013	-0.028	0.005	0.015	0.010	-0.085	-0.019	0.021	-0.096	-0.004	0.009	-0.044	-0.009	0.001	0.043	0.074	0.011	0.025	-0.050	0.027	0.029	-0.044	0.022	0.094	-0.042	-0.029	-0.029	-0.015	-0.080	0.041	-0.007	-0.014	-0.007	0.014	0.018	0.025	-0.010	-0.005	-0.014	0.055	0.011	0.017	-0.011	-0.017	0.045	0.023	0.106	0.088	0.073	-0.028	0.019	0.034	-0.005	0.034	-0.003	-0.035	0.033	-0.052
15	0.052	-0.036	-0.040	-0.030	0.057	-0.015	-0.038	-0.016	0.003	0.013	0.021	-0.104	-0.001	0.024	0.006	-0.007	0.014	-0.037	0.047	0.004	-0.033	-0.038	0.014	-0.010	1.000	0.034	0.084	0.001	0.093	-0.017	0.001	-0.050	0.024	-0.023	-0.030	0.086	-0.012	0.011	-0.006	-0.051	-0.002	0.020	-0.031	0.072	0.005	0.050	-0.009	-0.047	0.041	0.060	0.039	0.044	-0.099	0.007	0.010	0.000	-0.000	-0.108	0.060	-0.070	0.124	-0.060	-0.008	-0.020	0.029	0.031	0.015	-0.012	-0.080	-0.052	0.012	-0.033	0.021	0.005	0.014	0.071	-0.023	0.004	-0.022	0.044	-0.044	-0.105	-0.029	-0.024	0.014	0.056	-0.025	-0.090	0.038
150	0.059	-0.016	-0.054	0.117	-0.009	-0.037	-0.058	-0.022	0.020	-0.025	0.090	0.010	0.047	0.051	0.030	0.027	-0.063	-0.011	0.034	0.030	-0.039	0.018	0.068	0.010	0.034	1.000	-0.034	0.049	-0.009	-0.000	-0.068	-0.021	0.001	0.009	0.032	-0.076	0.014	0.001	-0.044	0.028	-0.060	-0.006	0.014	-0.057	-0.064	0.049	0.022	-0.035	-0.009	-0.020	0.013	-0.031	0.021	-0.006	0.010	0.035	0.076	0.004	-0.020	-0.022	0.009	0.004	-0.050	0.042	0.010	-0.032	-0.023	0.035	-0.053	-0.082	0.045	-0.000	-0.096	0.009	0.065	-0.087	0.113	0.004	0.004	0.027	0.021	-0.015	-0.060	0.040	-0.017	-0.025	0.003	-0.041	0.009
16	0.026	0.008	0.092	-0.028	0.021	-0.017	-0.166	-0.069	-0.017	-0.037	-0.031	0.029	-0.089	0.044	0.040	-0.047	0.015	-0.095	0.064	0.061	0.159	0.014	-0.018	-0.010	0.084	-0.034	1.000	-0.034	0.057	0.098	-0.092	0.013	-0.038	-0.050	-0.002	-0.006	-0.068	0.037	0.037	0.022	0.013	0.006	-0.082	0.000	-0.079	0.006	0.000	0.001	-0.019	0.052	0.058	-0.019	0.022	-0.077	0.001	-0.010	-0.090	0.022	0.004	0.044	0.001	-0.010	0.046	-0.009	-0.022	0.042	-0.026	0.069	-0.028	-0.129	0.181	0.141	-0.072	0.013	0.011	0.036	0.049	0.068	-0.103	0.008	-0.003	0.068	0.008	-0.006	-0.014	0.071	-0.039	-0.037	-0.090
172	0.001	0.009	-0.007	-0.031	-0.066	-0.072	-0.010	0.047	0.005	0.034	-0.071	0.062	-0.020	0.039	0.031	-0.097	-0.007	-0.025	0.076	0.015	-0.071	0.013	-0.044	-0.042	0.001	0.049	-0.034	1.000	-0.047	-0.046	0.030	-0.010	-0.011	0.094	-0.006	-0.044	0.068	0.062	0.040	0.044	-0.009	-0.045	-0.010	0.010	-0.027	-0.005	0.058	-0.037	-0.033	-0.019	0.008	-0.067	-0.001	0.081	-0.035	0.066	-0.014	-0.056	-0.090	0.016	-0.086	-0.047	-0.016	0.028	0.115	0.018	0.027	-0.015	0.043	-0.057	-0.011	0.086	0.040	0.077	-0.055	-0.041	0.018	-0.000	-0.050	-0.048	-0.048	0.083	0.024	0.008	0.034	-0.014	0.108	-0.025	-0.032
178	-0.052	0.001	0.024	-0.011	0.039	-0.058	0.064	-0.049	-0.025	-0.021	-0.081	-0.035	0.037	-0.014	0.060	-0.005	-0.019	-0.002	0.013	-0.037	-0.056	0.046	0.001	0.048	0.093	-0.009	0.057	-0.047	1.000	-0.008	0.046	-0.003	0.042	-0.039	0.010	-0.055	-0.014	-0.055	0.115	-0.059	0.036	-0.008	-0.020	0.047	0.008	0.062	-0.003	0.015	-0.006	0.046	-0.046	0.082	-0.085	0.023	0.048	-0.051	0.004	0.093	-0.039	0.074	0.123	-0.052	0.014	-0.042	0.039	0.079	-0.043	-0.043	-0.048	0.018	-0.029	0.029	0.047	0.052	-0.025	0.050	-0.042	0.044	-0.083	-0.015	-0.007	-0.022	0.080	-0.044	-0.140	-0.028	-0.052	0.009	0.086
179	0.042	-0.034	0.070	0.005	0.134	0.065	-0.043	-0.009	0.047	0.075	-0.010	0.004	-0.007	-0.018	-0.064	-0.024	0.003	0.056	-0.022	-0.031	0.103	0.031	-0.040	-0.004	-0.017	-0.000	0.098	-0.046	-0.008	1.000	-0.007	-0.015	-0.002	-0.017	-0.077	-0.103	-0.014	0.056	-0.012	0.004	0.004	0.089	0.021	0.056	-0.008	-0.054	-0.078	-0.035	0.018	-0.005	-0.054	0.042	0.043	-0.099	-0.008	0.030	0.102	0.007	-0.028	-0.050	0.061	-0.010	-0.008	0.002	0.039	-0.100	-0.016	0.004	0.019	-0.010	-0.011	0.041	0.049	-0.060	-0.061	0.055	-0.000	-0.126	0.019	-0.050	-0.009	-0.055	-0.025	0.007	-0.051	0.079	-0.057	0.017	-0.013
18	0.012	-0.009	-0.034	0.066	0.018	-0.065	0.067	0.037	-0.094	0.141	-0.004	-0.053	-0.041	-0.025	-0.079	-0.194	0.038	0.072	-0.032	-0.048	-0.072	0.024	0.031	-0.044	0.001	-0.068	-0.092	0.030	0.046	-0.007	1.000	-0.082	-0.031	-0.049	-0.002	0.158	-0.003	0.072	0.062	-0.019	0.023	-0.033	-0.007	-0.020	0.030	-0.033	-0.104	0.051	-0.033	-0.073	0.012	0.122	-0.032	-0.037	-0.036	-0.028	0.094	-0.010	-0.067	-0.064	-0.061	0.071	0.033	0.057	0.049	0.181	0.008	0.061	-0.076	0.074	-0.005	0.058	-0.028	-0.062	0.025	0.025	-0.109	-0.050	-0.076	-0.016	0.049	0.069	0.001	0.025	-0.013	0.044	0.074	0.054	0.083
187	-0.078	-0.029	-0.068	0.026	-0.039	-0.004	0.069	0.030	-0.090	0.035	-0.038	0.005	-0.057	0.021	-0.022	0.026	-0.026	0.001	-0.003	0.019	-0.018	-0.080	-0.010	0.013	-0.050	-0.021	0.013	-0.010	-0.003	-0.015	-0.082	1.000	0.006	-0.025	0.050	0.004	-0.016	0.015	-0.034	-0.031	0.013	0.030	-0.027	0.090	0.007	0.013	-0.017	0.005	-0.030	-0.065	0.028	-0.082	0.044	0.085	0.070	0.034	-0.079	0.099	0.077	-0.012	0.102	0.095	0.019	-0.043	0.023	-0.042	-0.020	-0.019	0.069	0.031	-0.028	0.018	0.020	0.024	-0.012	-0.084	-0.037	0.031	0.050	-0.025	0.008	0.005	0.030	0.059	0.050	-0.065	-0.017	0.017	-0.119
19	0.020	0.043	-0.063	-0.014	-0.056	0.040	0.137	-0.034	0.049	-0.031	0.003	-0.099	-0.035	0.042	0.079	0.044	-0.014	0.104	0.014	0.047	-0.039	-0.005	0.002	-0.028	0.024	0.001	-0.038	-0.011	0.042	-0.002	-0.031	0.006	1.000	0.009	0.012	0.101	0.003	0.015	0.055	-0.037	-0.012	-0.038	-0.103	-0.069	-0.015	-0.065	-0.051	0.032	-0.002	0.033	0.036	-0.003	-0.076	-0.023	-0.002	-0.090	0.028	0.119	0.033	0.061	-0.002	0.065	0.045	-0.051	0.030	-0.084	-0.060	-0.035	-0.090	0.107	-0.068	-0.062	0.028	-0.041	-0.048	0.103	0.015	0.121	-0.023	-0.043	0.011	0.013	0.106	0.071	-0.069	-0.015	-0.119	0.009	-0.037
190	0.055	-0.000	-0.032	-0.029	0.014	0.128	0.020	-0.015	0.004	-0.025	0.044	-0.024	0.092	-0.067	0.060	-0.008	-0.118	-0.052	-0.036	-0.022	-0.010	-0.033	0.006	0.005	-0.023	0.009	-0.050	0.094	-0.039	-0.017	-0.049	-0.025	0.009	1.000	0.039	-0.007	0.132	0.066	0.030	-0.017	0.023	-0.053	-0.026	0.113	0.044	0.058	-0.025	-0.012	-0.048	-0.005	-0.046	-0.036	-0.017	0.067	-0.024	-0.068	0.027	-0.024	-0.018	0.014	-0.061	-0.036	-0.074	0.044	0.037	-0.058	-0.003	-0.001	-0.039	-0.042	-0.070	-0.028	-0.020	0.030	0.021	0.075	0.032	0.068	0.008	-0.043	-0.002	0.027	0.002	0.024	-0.026	-0.066	-0.054	0.025	-0.003
