269	-0.025	-0.039	-0.012	0.072	-0.017	-0.028	-0.036	-0.048	0.096	0.691	-0.042	-0.013	-0.016	-0.020	0.381	0.336	0.007	-0.026	-0.029	-0.030	0.691	-0.036	-0.038	-0.019	-0.024	1.000	-0.020	-0.451	-0.030	-0.042	0.009	-0.027	0.133	0.020	0.033	-0.047	-0.052	-0.012	-0.024
293	-0.033	-0.033	0.036	-0.009	-0.029	0.045	0.047	0.077	0.076	-0.025	0.003	0.093	0.097	0.804	0.014	0.047	0.095	0.236	0.217	0.046	0.031	0.015	0.082	0.050	0.123	-0.020	1.000	-0.138	0.079	-0.002	0.104	0.217	-0.035	0.095	0.010	-0.041	0.017	0.227	0.028
3	-0.042	0.014	-0.300	-0.239	-0.147	-0.393	-0.278	-0.307	-0.224	-0.369	-0.116	-0.256	-0.426	-0.030	-0.184	-0.530	-0.380	-0.094	-0.413	-0.159	-0.422	-0.132	-0.325	-0.451	-0.342	-0.451	-0.138	1.000	-0.318	-0.154	-0.445	-0.092	-0.445	-0.364	-0.097	-0.168	-0.033	-0.374	-0.104
343	0.116	0.029	0.197	-0.078	-0.056	0.105	0.167	0.260	0.173	0.003	0.104	0.226	0.289	0.006	0.121	0.136	0.322	0.106	0.211	0.142	0.016	0.109	0.169	0.133	0.304	-0.030	0.079	-0.318	1.000	0.059	0.333	0.076	0.034	0.324	-0.017	-0.031	0.075	0.213	0.152
400	-0.041	0.014	0.255	-0.077	-0.051	0.316	0.097	0.069	0.020	-0.046	0.001	0.056	0.141	0.087	-0.039	-0.025	0.125	0.127	-0.023	0.002	-0.016	-0.017	-0.012	0.333	0.038	-0.042	-0.002	-0.154	0.059	1.000	0.125	-0.013	-0.019	0.165	0.176	-0.064	-0.039	0.018	0.011
423	-0.024	0.008	0.232	-0.050	-0.002	0.107	0.203	0.408	0.449	0.023	0.177	0.550	0.584	0.020	0.063	0.250	0.372	0.118	0.317	0.270	0.066	0.190	0.281	0.160	0.518	0.009	0.104	-0.445	0.333	0.125	1.000	0.103	0.006	0.555	0.057	-0.005	0.103	0.303	0.168
43	-0.030	-0.033	0.038	-0.042	-0.041	0.030	0.092	0.039	0.084	0.170	-0.021	0.098	0.097	0.178	-0.018	0.016	0.059	0.036	0.093	0.019	-0.018	0.025	0.031	0.055	0.264	-0.027	0.217	-0.092	0.076	-0.013	0.103	1.000	-0.024	0.076	-0.018	0.061	0.032	0.049	0.022
47	-0.040	-0.060	-0.000	-0.062	-0.032	-0.046	0.033	0.009	-0.047	0.094	-0.000	-0.022	0.010	-0.029	0.032	0.030	0.083	-0.031	-0.035	-0.013	0.105	-0.034	-0.049	-0.029	-0.050	0.133	-0.035	-0.445	0.034	-0.019	0.006	-0.024	1.000	-0.032	-0.028	-0.045	0.005	-0.043	-0.028
48	-0.032	0.007	0.180	-0.065	-0.009	0.273	0.195	0.329	0.314	0.026	0.157	0.410	0.467	0.040	0.031	0.166	0.368	0.087	0.230	0.207	0.063	0.149	0.190	0.337	0.388	0.020	0.095	-0.364	0.324	0.165	0.555	0.076	-0.032	1.000	0.015	-0.031	0.069	0.186	0.322
6	-0.028	-0.037	0.006	0.047	-0.003	0.095	-0.018	0.115	0.026	0.015	-0.033	0.015	0.034	-0.002	-0.001	0.026	0.009	-0.008	0.031	0.005	0.028	-0.030	-0.010	0.020	0.131	0.033	0.010	-0.097	-0.017	0.176	0.057	-0.018	-0.028	0.015	1.000	-0.033	-0.042	-0.002	-0.013
63	-0.046	-0.073	0.369	0.033	-0.046	-0.051	0.302	-0.035	-0.024	-0.068	-0.076	-0.027	-0.008	-0.052	-0.070	-0.043	0.002	-0.072	-0.053	0.194	-0.049	0.160	0.003	-0.014	-0.051	-0.047	-0.041	-0.168	-0.031	-0.064	-0.005	0.061	-0.045	-0.031	-0.033	1.000	-0.040	-0.086	-0.045
66	-0.052	-0.057	0.016	0.032	-0.058	-0.052	0.093	0.074	0.028	-0.002	0.179	0.088	0.092	-0.036	0.033	-0.012	0.078	-0.039	0.033	0.004	-0.033	-0.010	-0.035	-0.013	0.056	-0.052	0.017	-0.033	0.075	-0.039	0.103	0.032	0.005	0.069	-0.042	-0.040	1.000	-0.045	0.005
88	0.014	0.018	0.087	-0.089	-0.011	0.052	0.005	0.309	0.009	-0.030	0.025	0.068	0.250	0.180	0.036	0.746	0.085	0.103	0.788	0.060	0.208	0.014	0.684	0.083	0.162	-0.012	0.227	-0.374	0.213	0.018	0.303	0.049	-0.043	0.186	-0.002	-0.086	-0.045	1.000	0.046
9	-0.024	-0.012	0.029	-0.046	0.000	0.029	0.043	0.164	0.183	-0.019	0.053	0.205	0.179	0.031	0.006	0.041	0.195	0.065	0.074	0.057	-0.004	0.115	0.066	0.046	0.174	-0.024	0.028	-0.104	0.152	0.011	0.168	0.022	-0.028	0.322	-0.013	-0.045	0.005	0.046	1.000
