173	0.056	0.120	-0.011	-0.009	0.064	0.028	-0.042	0.030	0.048	1.000	-0.068	0.065	-0.030	-0.004	0.028	0.068	0.014	0.031	0.003	0.014	-0.018	0.233	-0.014	-0.077	-0.043	-0.187	-0.024	-0.057
176	0.043	-0.104	0.095	-0.023	-0.030	0.048	0.064	0.078	-0.119	-0.068	1.000	-0.002	0.166	0.087	0.016	-0.067	-0.074	0.017	-0.057	-0.098	0.008	-0.101	-0.094	-0.084	-0.085	0.057	-0.057	0.040
184	0.084	-0.091	-0.082	-0.092	-0.101	0.187	0.102	0.131	-0.114	0.065	-0.002	1.000	0.039	-0.027	0.142	-0.035	-0.086	0.164	-0.022	-0.077	0.048	0.048	0.006	0.181	-0.020	-0.109	-0.130	-0.138
2	0.075	-0.133	-0.043	-0.104	-0.169	0.094	0.080	0.154	-0.193	-0.030	0.166	0.039	1.000	0.074	0.078	-0.115	-0.150	0.147	0.124	-0.131	0.062	-0.049	-0.025	0.186	-0.047	0.009	-0.163	-0.102
205	0.076	-0.124	0.009	-0.130	-0.089	0.151	0.098	0.094	-0.090	-0.004	0.087	-0.027	0.074	1.000	0.054	-0.049	-0.136	0.082	-0.052	-0.133	-0.016	-0.041	-0.022	-0.151	-0.044	0.260	-0.113	-0.094
208	0.119	-0.168	-0.187	0.005	-0.084	0.124	0.079	0.107	-0.188	0.028	0.016	0.142	0.078	0.054	1.000	-0.113	-0.025	0.106	-0.018	-0.029	0.191	-0.039	-0.083	0.129	0.071	-0.172	-0.143	-0.016
217	-0.068	0.233	0.129	0.057	0.195	-0.032	-0.178	-0.087	0.129	0.068	-0.067	-0.035	-0.115	-0.049	-0.113	1.000	0.133	-0.040	-0.111	0.060	-0.117	0.069	-0.035	-0.373	-0.038	0.010	0.118	0.015
218	-0.096	0.210	0.136	0.318	0.414	-0.153	-0.207	-0.162	0.315	0.014	-0.074	-0.086	-0.150	-0.136	-0.025	0.133	1.000	-0.150	-0.120	0.336	0.095	0.014	-0.022	-0.465	0.110	-0.021	0.243	0.182
22	0.163	-0.125	-0.152	-0.128	-0.129	0.558	0.116	0.029	-0.088	0.031	0.017	0.164	0.147	0.082	0.106	-0.040	-0.150	1.000	0.096	-0.087	0.094	0.054	0.091	0.219	0.017	-0.128	-0.212	-0.179
221	0.064	-0.079	-0.210	-0.146	-0.091	0.094	0.079	0.126	-0.077	0.003	-0.057	-0.022	0.124	-0.052	-0.018	-0.111	-0.120	0.096	1.000	-0.140	-0.053	-0.003	0.148	0.038	-0.045	0.172	0.032	-0.032
242	-0.135	0.137	0.103	0.271	0.316	-0.098	-0.156	-0.158	0.269	0.014	-0.098	-0.077	-0.131	-0.133	-0.029	0.060	0.336	-0.087	-0.140	1.000	0.060	0.050	-0.028	-0.485	0.094	-0.018	0.173	0.103
26	0.016	-0.172	-0.045	0.109	-0.011	0.063	0.082	0.050	-0.098	-0.018	0.008	0.048	0.062	-0.016	0.191	-0.117	0.095	0.094	-0.053	0.060	1.000	-0.069	-0.095	-0.038	0.055	-0.143	-0.127	0.019
269	0.015	0.062	-0.052	-0.021	0.081	0.084	-0.040	-0.014	0.097	0.233	-0.101	0.048	-0.049	-0.041	-0.039	0.069	0.014	0.054	-0.003	0.050	-0.069	1.000	0.044	-0.053	0.036	-0.120	-0.065	-0.062
293	0.013	0.024	-0.091	-0.115	0.014	0.068	-0.106	0.032	-0.028	-0.014	-0.094	0.006	-0.025	-0.022	-0.083	-0.035	-0.022	0.091	0.148	-0.028	-0.095	0.044	1.000	-0.126	0.006	0.129	0.181	-0.112
3	0.197	-0.571	-0.615	-0.593	-0.691	0.246	0.063	0.297	-0.568	-0.077	-0.084	0.181	0.186	-0.151	0.129	-0.373	-0.465	0.219	0.038	-0.485	-0.038	-0.053	-0.126	1.000	-0.171	-0.495	-0.636	-0.557
301	0.034	-0.034	-0.162	0.080	0.111	-0.011	0.045	0.021	0.054	-0.043	-0.085	-0.020	-0.047	-0.044	0.071	-0.038	0.110	0.017	-0.045	0.094	0.055	0.036	0.006	-0.171	1.000	-0.052	-0.051	0.028
47	-0.121	0.072	0.124	-0.023	0.076	-0.103	0.051	0.071	-0.009	-0.187	0.057	-0.109	0.009	0.260	-0.172	0.010	-0.021	-0.128	0.172	-0.018	-0.143	-0.120	0.129	-0.495	-0.052	1.000	0.197	0.165
63	-0.199	0.241	0.223	0.178	0.347	-0.176	-0.263	-0.151	0.221	-0.024	-0.057	-0.130	-0.163	-0.113	-0.143	0.118	0.243	-0.212	0.032	0.173	-0.127	-0.065	0.181	-0.636	-0.051	0.197	1.000	0.095
66	-0.142	0.150	0.256	0.170	0.199	-0.198	-0.020	-0.067	0.120	-0.057	0.040	-0.138	-0.102	-0.094	-0.016	0.015	0.182	-0.179	-0.032	0.103	0.019	-0.062	-0.112	-0.557	0.028	0.165	0.095	1.000
