22	0.049	-0.059	-0.055	-0.033	-0.055	0.498	-0.033	-0.126	-0.046	-0.039	-0.017	0.025	-0.046	0.021	-0.037	-0.054	-0.035	1.000	-0.052	-0.037	-0.026	-0.038	-0.034	0.065	-0.036	-0.069	-0.059	-0.062
221	0.047	-0.020	-0.025	-0.004	-0.011	-0.038	0.906	0.196	-0.001	-0.008	-0.016	-0.030	0.157	-0.035	-0.022	-0.003	-0.002	-0.052	1.000	-0.001	-0.023	-0.002	0.269	-0.337	-0.001	0.521	0.175	0.182
242	-0.011	0.194	0.099	0.943	0.740	-0.054	-0.018	-0.077	0.709	0.053	-0.003	-0.030	-0.038	-0.030	0.033	0.394	0.961	-0.037	-0.001	1.000	0.328	0.076	0.037	-0.539	0.490	0.075	0.541	0.568
26	0.107	0.012	0.004	0.392	0.182	-0.043	-0.003	-0.034	0.083	-0.012	-0.010	-0.018	-0.020	-0.032	0.903	-0.010	0.385	-0.026	-0.023	0.328	1.000	-0.011	-0.024	-0.143	0.011	-0.045	0.197	0.228
269	0.008	0.322	0.121	0.063	0.274	-0.034	-0.011	-0.054	0.184	0.997	-0.011	-0.021	-0.025	-0.024	0.009	0.505	0.067	-0.038	-0.002	0.076	-0.011	1.000	-0.004	-0.362	0.044	-0.017	0.015	0.343
293	0.003	0.026	0.021	0.004	0.053	-0.036	-0.018	0.004	0.084	-0.009	-0.015	-0.021	-0.027	-0.027	-0.024	0.061	0.013	-0.034	0.269	0.037	-0.024	-0.004	1.000	-0.280	0.080	0.257	0.714	0.062
3	-0.104	-0.570	-0.581	-0.435	-0.738	0.064	-0.289	0.010	-0.543	-0.340	-0.319	0.027	0.026	-0.397	-0.019	-0.674	-0.482	0.065	-0.337	-0.539	-0.143	-0.362	-0.280	1.000	-0.353	-0.677	-0.592	-0.726
301	0.000	0.372	-0.012	0.216	0.404	-0.035	-0.013	-0.051	0.925	-0.011	-0.014	-0.020	-0.025	-0.023	-0.001	0.570	0.243	-0.036	-0.001	0.490	0.011	0.044	0.080	-0.353	1.000	0.154	0.030	0.752
47	-0.026	0.066	0.182	0.006	0.134	-0.065	0.507	0.076	0.170	-0.026	0.433	-0.042	-0.015	0.723	-0.031	0.154	0.027	-0.069	0.521	0.075	-0.045	-0.017	0.257	-0.677	0.154	1.000	0.203	0.373
63	-0.019	0.287	0.415	0.554	0.599	-0.067	-0.028	-0.054	0.247	0.013	0.014	-0.037	-0.041	-0.036	0.000	0.291	0.590	-0.059	0.175	0.541	0.197	0.015	0.714	-0.592	0.030	0.203	1.000	0.238
66	0.006	0.474	0.370	0.323	0.710	-0.078	0.196	-0.016	0.867	0.299	0.295	-0.047	-0.034	0.054	0.199	0.796	0.389	-0.062	0.182	0.568	0.228	0.343	0.062	-0.726	0.752	0.373	0.238	1.000
