188	-0.036	-0.043	-0.024	0.019	-0.032	0.068	-0.028	0.019	-0.044	-0.021	0.004	-0.003	0.021	0.039	0.007	-0.041	-0.005	0.083	-0.055	-0.051	1.000	0.015	-0.008	-0.006	-0.019	-0.013	0.028	-0.001	0.019	-0.037	-0.036	-0.023	0.049	-0.065	-0.035	0.084	0.082	-0.019	-0.018	-0.032	-0.014	-0.034	-0.013	0.168	-0.045	0.064	0.019	0.003	0.104	-0.040	0.027	-0.010	-0.017	0.039	0.126	0.024	0.117	-0.002	-0.027	-0.053	0.046	-0.033	-0.003	0.019
19	-0.094	-0.040	0.003	-0.090	-0.064	0.011	-0.086	0.068	0.019	-0.019	0.027	0.048	0.087	-0.012	-0.026	-0.025	-0.033	-0.088	0.094	0.005	0.015	1.000	-0.012	-0.095	0.045	-0.078	-0.045	-0.080	-0.016	0.033	0.005	0.000	0.038	-0.033	0.006	0.105	0.191	-0.046	-0.007	-0.046	-0.030	-0.050	0.045	0.156	0.050	0.017	0.156	0.065	0.013	-0.078	-0.041	0.109	0.033	0.167	0.002	0.009	-0.035	0.154	-0.097	0.050	-0.041	0.057	-0.038	-0.073
195	-0.023	0.086	0.131	0.006	-0.032	0.083	0.029	0.137	0.046	0.010	0.012	0.058	0.025	0.101	-0.002	0.031	0.066	0.402	0.105	-0.002	-0.008	-0.012	1.000	-0.050	-0.041	-0.076	-0.001	-0.051	-0.011	0.076	-0.055	-0.002	-0.049	0.019	-0.076	-0.040	-0.090	0.082	-0.026	-0.009	-0.044	0.085	-0.039	0.053	-0.016	-0.006	0.033	0.034	0.156	-0.067	-0.000	-0.008	-0.033	0.097	0.058	0.050	0.081	-0.089	-0.036	0.074	-0.009	-0.090	-0.027	0.004
2	-0.190	-0.066	-0.086	-0.209	-0.119	-0.117	-0.130	-0.175	-0.051	-0.047	0.054	-0.204	-0.063	-0.239	-0.050	-0.341	-0.062	0.141	-0.076	-0.106	-0.006	-0.095	-0.050	1.000	-0.005	-0.104	-0.163	-0.064	-0.074	-0.224	-0.052	-0.122	0.064	-0.099	-0.041	-0.286	-0.120	-0.125	-0.047	0.076	-0.047	-0.290	-0.080	-0.153	-0.162	-0.056	-0.118	-0.022	-0.113	-0.385	-0.074	-0.098	-0.250	-0.252	-0.042	-0.124	-0.017	-0.102	-0.177	-0.089	-0.156	-0.050	-0.068	-0.132
20	-0.035	-0.026	0.005	0.167	0.017	-0.004	-0.014	-0.060	0.020	0.062	-0.052	0.075	0.126	0.038	-0.012	-0.090	-0.001	-0.014	-0.014	-0.004	-0.019	0.045	-0.041	-0.005	1.000	-0.021	0.075	-0.095	-0.071	-0.052	0.075	0.026	0.075	-0.002	0.069	0.116	-0.042	0.162	0.137	-0.022	-0.050	-0.013	-0.032	0.107	-0.033	-0.060	-0.039	0.082	-0.115	-0.056	0.216	-0.020	-0.047	-0.044	-0.005	-0.022	-0.077	0.030	-0.105	-0.059	-0.086	0.072	0.059	-0.016
21	-0.025	0.029	-0.032	0.068	0.009	0.237	0.150	-0.078	-0.104	0.130	0.045	0.121	-0.064	0.027	0.014	-0.042	-0.028	0.003	0.078	-0.111	-0.013	-0.078	-0.076	-0.104	-0.021	1.000	0.078	-0.044	-0.034	0.052	-0.007	0.278	0.028	0.013	-0.020	0.176	0.035	0.002	-0.046	0.080	-0.039	0.116	-0.035	0.066	-0.039	0.004	0.006	0.001	-0.022	-0.013	-0.033	0.024	-0.078	-0.020	0.012	-0.013	0.016	-0.061	-0.118	-0.051	0.027	-0.029	0.037	-0.043
22	0.001	0.023	0.103	0.015	-0.047	0.026	-0.103	-0.044	0.147	0.007	0.067	0.092	-0.002	0.174	-0.005	0.162	-0.031	0.006	-0.025	-0.005	0.028	-0.045	-0.001	-0.163	0.075	0.078	1.000	-0.010	0.013	-0.015	-0.047	-0.022	-0.060	0.021	-0.033	0.001	0.039	-0.052	-0.030	-0.007	0.030	-0.084	-0.032	0.065	0.088	0.061	-0.017	0.002	-0.048	0.007	-0.138	-0.010	0.037	0.031	0.042	-0.028	0.026	-0.094	0.089	-0.074	0.080	0.011	0.168	-0.006
23	0.017	0.038	-0.061	0.080	0.001	-0.034	0.009	0.045	0.034	0.072	-0.021	0.034	-0.051	-0.000	-0.034	0.161	0.037	-0.032	-0.076	0.013	-0.001	-0.080	-0.051	-0.064	-0.095	-0.044	-0.010	1.000	0.214	0.023	0.007	-0.036	0.144	0.012	0.037	-0.071	0.176	0.013	-0.042	0.008	-0.024	-0.006	-0.011	0.012	-0.049	0.046	-0.006	-0.048	-0.034	-0.097	0.087	-0.060	-0.023	0.004	0.053	-0.037	-0.048	0.021	-0.031	0.021	0.050	-0.057	0.047	0.030
24	-0.000	0.007	0.127	0.106	-0.073	0.007	-0.046	0.026	-0.025	-0.028	0.066	0.038	-0.047	-0.075	0.001	0.024	-0.023	-0.033	-0.013	0.115	0.019	-0.016	-0.011	-0.074	-0.071	-0.034	0.013	0.214	1.000	-0.035	-0.047	-0.054	0.063	-0.009	-0.043	0.043	0.261	0.002	-0.060	-0.014	-0.016	-0.029	-0.008	0.027	-0.035	0.133	0.006	-0.023	-0.067	-0.011	0.031	-0.049	0.120	0.021	0.016	-0.017	0.048	0.126	0.128	0.016	-0.020	0.258	0.048	-0.032
25	0.115	0.009	0.052	0.031	0.044	0.130	0.164	0.001	0.074	0.057	-0.045	-0.046	0.014	0.127	0.012	0.052	-0.093	-0.080	0.035	0.058	-0.037	0.033	0.076	-0.224	-0.052	0.052	-0.015	0.023	-0.035	1.000	-0.078	0.134	-0.006	0.070	0.018	0.067	0.043	0.142	0.089	0.157	0.103	0.077	-0.034	0.144	0.152	-0.009	-0.003	0.009	-0.022	-0.041	0.024	0.000	0.020	0.015	0.090	0.048	-0.095	0.102	0.004	0.109	0.114	0.061	0.009	-0.062
26	-0.003	0.001	-0.065	0.033	0.039	-0.047	0.169	-0.029	-0.042	-0.008	-0.025	0.032	0.037	-0.045	-0.066	-0.026	-0.061	0.034	0.025	-0.079	-0.036	0.005	-0.055	-0.052	0.075	-0.007	-0.047	0.007	-0.047	-0.078	1.000	-0.035	0.114	0.021	0.004	0.003	-0.057	-0.063	-0.040	-0.086	-0.051	-0.025	0.034	-0.022	0.059	-0.000	-0.016	-0.001	-0.108	-0.018	-0.075	-0.063	0.027	-0.131	-0.060	-0.065	-0.050	0.318	-0.056	0.148	0.036	0.027	-0.014	-0.051
27	-0.069	0.018	0.053	0.139	-0.049	-0.011	0.203	-0.025	-0.005	0.021	-0.013	0.021	0.023	0.042	-0.022	-0.006	-0.024	-0.007	0.030	-0.044	-0.023	0.000	-0.002	-0.122	0.026	0.278	-0.022	-0.036	-0.054	0.134	-0.035	1.000	0.001	0.047	-0.026	0.024	-0.065	-0.015	-0.030	-0.040	-0.011	0.126	-0.019	0.279	0.055	-0.072	0.221	-0.014	0.051	-0.012	-0.019	0.012	-0.041	0.046	0.008	-0.037	-0.035	-0.054	-0.011	-0.012	-0.017	0.011	0.044	-0.044
28	-0.009	-0.016	-0.018	0.014	-0.084	0.121	-0.050	0.135	-0.078	0.122	0.119	-0.010	0.109	-0.066	-0.035	-0.092	-0.066	-0.025	-0.010	-0.061	0.049	0.038	-0.049	0.064	0.075	0.028	-0.060	0.144	0.063	-0.006	0.114	0.001	1.000	0.021	-0.006	0.034	0.037	-0.006	0.033	-0.017	-0.004	0.096	-0.049	0.105	0.009	0.160	0.041	-0.001	-0.021	-0.157	0.020	0.057	0.030	-0.013	0.012	0.019	0.069	-0.005	-0.037	-0.065	-0.009	-0.036	0.083	-0.037
29	0.023	0.001	0.064	-0.090	0.007	-0.021	0.020	0.119	-0.001	0.137	-0.026	0.007	-0.005	0.117	0.120	0.029	-0.053	-0.046	-0.022	-0.056	-0.065	-0.033	0.019	-0.099	-0.002	0.013	0.021	0.012	-0.009	0.070	0.021	0.047	0.021	1.000	-0.034	0.121	-0.016	-0.020	-0.034	0.109	-0.080	0.029	-0.039	0.082	0.203	0.079	0.056	0.169	-0.034	0.011	-0.034	0.163	0.169	0.139	0.017	-0.041	-0.039	0.073	0.024	0.053	-0.018	-0.025	0.048	-0.094
32	-0.007	-0.018	-0.054	-0.021	0.005	-0.022	-0.008	0.012	-0.018	-0.007	0.126	-0.041	-0.015	-0.005	-0.007	0.003	-0.027	-0.026	0.000	0.133	-0.035	0.006	-0.076	-0.041	0.069	-0.020	-0.033	0.037	-0.043	0.018	0.004	-0.026	-0.006	-0.034	1.000	0.034	-0.010	0.044	0.613	0.037	0.086	0.070	-0.018	0.043	-0.027	0.045	0.011	-0.025	-0.048	-0.067	0.006	0.020	0.031	-0.067	0.002	0.039	0.056	0.118	0.073	-0.079	-0.059	-0.027	-0.016	-0.000
33	0.065	0.154	0.006	-0.004	0.174	0.139	0.086	0.023	-0.041	0.019	0.030	0.051	-0.012	0.041	0.016	-0.000	-0.031	-0.043	-0.037	0.069	0.084	0.105	-0.040	-0.286	0.116	0.176	0.001	-0.071	0.043	0.067	0.003	0.024	0.034	0.121	0.034	1.000	0.110	0.001	-0.053	0.054	0.187	0.031	0.001	0.008	0.079	0.054	0.024	0.025	0.006	0.177	-0.015	0.020	0.120	0.010	0.061	0.189	0.024	0.001	-0.008	0.055	-0.003	-0.020	-0.086	-0.051
35	-0.083	0.003	0.009	0.061	-0.013	0.035	-0.078	-0.059	-0.039	-0.040	0.004	0.020	-0.079	-0.025	-0.023	-0.018	0.027	-0.029	-0.057	0.207	0.082	0.191	-0.090	-0.120	-0.042	0.035	0.039	0.176	0.261	0.043	-0.057	-0.065	0.037	-0.016	-0.010	0.110	1.000	-0.055	-0.039	0.024	0.202	0.033	0.046	-0.036	-0.049	0.045	0.042	0.112	-0.034	-0.079	-0.010	0.152	-0.011	0.146	-0.063	0.094	0.014	0.181	0.008	-0.055	0.096	0.088	0.013	-0.061
36	0.041	-0.073	0.128	-0.005	-0.060	-0.028	0.175	-0.004	-0.005	0.015	-0.011	0.084	0.247	0.134	0.021	0.080	0.088	0.092	0.050	-0.022	-0.019	-0.046	0.082	-0.125	0.162	0.002	-0.052	0.013	0.002	0.142	-0.063	-0.015	-0.006	-0.020	0.044	0.001	-0.055	1.000	0.109	0.011	0.022	0.078	-0.033	0.017	0.110	0.101	0.013	0.004	0.010	0.083	0.096	-0.046	0.020	-0.005	-0.007	0.004	-0.083	0.018	-0.097	0.097	-0.046	-0.035	0.035	-0.069
37	-0.057	-0.046	0.000	-0.022	0.017	-0.026	-0.056	0.012	-0.011	0.077	-0.050	-0.026	0.053	0.023	0.029	-0.028	-0.010	-0.003	0.064	0.137	-0.018	-0.007	-0.026	-0.047	0.137	-0.046	-0.030	-0.042	-0.060	0.089	-0.040	-0.030	0.033	-0.034	0.613	-0.053	-0.039	0.109	1.000	-0.002	-0.019	0.087	-0.023	0.023	-0.002	-0.049	0.016	-0.008	-0.063	-0.049	0.002	-0.042	-0.059	-0.004	0.002	-0.054	0.051	-0.040	0.082	-0.046	-0.080	-0.042	0.019	0.015
38	-0.087	0.041	-0.017	0.076	-0.008	0.016	0.056	-0.036	0.084	0.410	0.052	0.015	0.016	-0.002	0.040	-0.072	-0.008	-0.041	0.108	-0.005	-0.032	-0.046	-0.009	0.076	-0.022	0.080	-0.007	0.008	-0.014	0.157	-0.086	-0.040	-0.017	0.109	0.037	0.054	0.024	0.011	-0.002	1.000	0.153	-0.045	-0.004	-0.058	-0.001	0.178	-0.041	0.111	0.048	-0.086	-0.063	0.082	0.031	-0.070	0.164	0.073	0.045	0.057	-0.032	-0.005	0.135	0.007	-0.013	-0.083
39	0.041	-0.002	-0.012	0.225	-0.043	-0.025	-0.024	-0.008	-0.060	-0.030	-0.013	-0.014	-0.065	0.068	-0.029	-0.025	0.024	-0.039	-0.060	0.233	-0.014	-0.030	-0.044	-0.047	-0.050	-0.039	0.030	-0.024	-0.016	0.103	-0.051	-0.011	-0.004	-0.080	0.086	0.187	0.202	0.022	-0.019	0.153	1.000	-0.057	-0.026	-0.030	-0.068	-0.009	-0.036	-0.019	-0.051	0.010	-0.036	-0.042	-0.040	-0.088	-0.015	0.256	-0.007	-0.015	-0.072	-0.049	0.001	-0.019	-0.068	-0.049
4	-0.093	0.091	-0.058	0.020	0.114	-0.005	0.068	0.126	-0.055	0.065	-0.147	0.218	0.098	0.116	-0.052	-0.110	-0.077	-0.001	0.021	-0.070	-0.034	-0.050	0.085	-0.290	-0.013	0.116	-0.084	-0.006	-0.029	0.077	-0.025	0.126	0.096	0.029	0.070	0.031	0.033	0.078	0.087	-0.045	-0.057	1.000	0.126	0.047	0.171	-0.041	-0.085	-0.001	0.089	-0.032	0.133	0.060	0.201	0.067	0.050	0.013	0.118	-0.029	-0.011	0.042	0.078	0.059	0.019	-0.025
45	-0.036	0.042	-0.013	0.044	0.196	-0.025	-0.014	-0.032	-0.034	-0.032	0.050	-0.047	0.002	-0.050	-0.018	-0.033	-0.013	-0.012	-0.044	0.048	-0.013	0.045	-0.039	-0.080	-0.032	-0.035	-0.032	-0.011	-0.008	-0.034	0.034	-0.019	-0.049	-0.039	-0.018	0.001	0.046	-0.033	-0.023	-0.004	-0.026	0.126	1.000	-0.046	-0.041	-0.050	0.015	0.106	-0.035	0.065	0.052	0.024	-0.033	0.024	-0.013	-0.027	-0.020	-0.004	-0.070	-0.026	-0.017	-0.017	-0.041	-0.019
48	0.088	-0.092	0.090	-0.027	-0.076	0.060	0.055	0.057	0.107	-0.004	-0.020	-0.052	-0.025	0.023	0.034	-0.043	-0.029	-0.001	0.093	0.042	0.168	0.156	0.053	-0.153	0.107	0.066	0.065	0.012	0.027	0.144	-0.022	0.279	0.105	0.082	0.043	0.008	-0.036	0.017	0.023	-0.058	-0.030	0.047	-0.046	1.000	0.061	0.107	0.083	-0.071	0.085	-0.037	0.065	0.060	-0.011	0.188	0.084	-0.050	-0.054	0.037	0.093	0.060	-0.089	0.083	-0.026	-0.097
50	-0.067	0.012	0.010	-0.004	-0.064	-0.060	0.079	0.074	0.045	-0.102	-0.056	0.013	0.140	0.133	-0.053	-0.021	-0.071	-0.076	0.077	0.017	-0.045	0.050	-0.016	-0.162	-0.033	-0.039	0.088	-0.049	-0.035	0.152	0.059	0.055	0.009	0.203	-0.027	0.079	-0.049	0.110	-0.002	-0.001	-0.068	0.171	-0.041	0.061	1.000	0.017	0.098	0.037	0.005	0.048	-0.081	-0.044	0.139	0.015	0.048	0.072	0.115	0.130	0.022	0.293	0.030	-0.019	0.039	0.037
51	-0.024	-0.041	0.093	0.009	-0.032	0.090	0.057	-0.004	-0.011	0.197	0.105	-0.056	-0.074	-0.070	-0.014	-0.029	-0.066	-0.054	-0.059	0.041	0.064	0.017	-0.006	-0.056	-0.060	0.004	0.061	0.046	0.133	-0.009	-0.000	-0.072	0.160	0.079	0.045	0.054	0.045	0.101	-0.049	0.178	-0.009	-0.041	-0.050	0.107	0.017	1.000	-0.017	0.067	0.015	0.002	0.180	0.064	0.005	0.063	0.068	0.120	-0.009	0.092	0.047	-0.094	-0.005	0.070	0.089	0.008
52	0.015	-0.041	0.159	0.072	-0.048	0.063	0.067	-0.012	0.094	0.039	0.140	0.123	0.053	-0.017	0.037	-0.010	-0.005	-0.041	0.045	-0.008	0.019	0.156	0.033	-0.118	-0.039	0.006	-0.017	-0.006	0.006	-0.003	-0.016	0.221	0.041	0.056	0.011	0.024	0.042	0.013	0.016	-0.041	-0.036	-0.085	0.015	0.083	0.098	-0.017	1.000	-0.019	0.065	0.093	-0.002	0.003	0.013	0.024	0.005	-0.061	-0.062	0.083	0.031	-0.023	-0.009	-0.049	0.074	-0.085
