38	-0.020	-0.024	-0.036	-0.138	0.026	0.039	-0.044	0.040	-0.008	0.037	0.016	0.105	0.002	0.006	-0.026	0.015	-0.015	-0.033	0.028	-0.052	0.063	0.038	0.027	-0.021	-0.088	0.052	-0.129	0.035	0.047	0.065	-0.015	0.074	0.030	0.090	-0.007	1.000	0.130	-0.004	-0.007	-0.115	0.003	0.041	-0.013	-0.071	0.078	0.002	-0.026	-0.066	-0.012	-0.028	-0.049	0.021	-0.115	0.034	0.066	0.098	-0.101	-0.054	0.026	-0.010
4	-0.019	0.003	-0.036	-0.111	0.020	-0.080	-0.030	-0.022	-0.008	-0.048	-0.003	-0.059	-0.016	0.019	-0.008	0.034	0.012	-0.010	0.067	0.043	-0.026	0.129	0.083	0.087	-0.012	-0.026	-0.002	0.072	0.004	0.158	-0.037	-0.027	0.046	0.003	-0.073	0.130	1.000	0.073	0.037	-0.047	0.048	0.115	0.012	0.011	0.017	-0.065	-0.058	-0.137	0.070	-0.055	-0.025	-0.025	0.021	0.005	-0.005	-0.000	-0.104	-0.012	-0.062	-0.030
444	-0.015	-0.028	-0.065	0.017	0.020	0.031	-0.095	-0.036	-0.002	0.054	-0.071	-0.037	-0.076	-0.002	0.076	-0.016	-0.003	0.044	-0.030	0.022	0.032	0.033	-0.004	-0.057	0.086	-0.008	0.015	0.047	-0.015	0.091	-0.013	-0.128	0.056	-0.029	0.033	-0.004	0.073	1.000	-0.081	-0.152	-0.004	-0.019	-0.016	-0.070	0.022	0.119	0.048	0.012	-0.056	-0.066	0.030	0.043	0.032	0.096	-0.049	0.046	-0.074	-0.064	0.005	0.020
48	0.018	0.011	0.044	0.044	0.083	0.041	-0.011	0.047	-0.078	-0.077	-0.072	-0.034	-0.035	0.017	0.043	-0.024	0.063	-0.002	0.057	-0.057	-0.093	0.146	0.090	-0.030	0.096	-0.071	0.025	-0.064	-0.058	-0.069	-0.042	0.049	-0.045	0.060	-0.040	-0.007	0.037	-0.081	1.000	0.028	0.052	0.106	-0.051	0.002	0.019	0.021	-0.141	0.055	0.063	0.021	-0.012	-0.052	-0.009	0.084	-0.090	-0.055	-0.070	-0.013	-0.003	-0.016
50	0.010	0.030	0.050	-0.012	-0.115	-0.085	0.022	-0.051	0.045	-0.000	-0.096	0.100	-0.010	0.021	-0.098	0.036	0.044	-0.051	0.066	0.021	-0.029	-0.088	0.035	0.137	0.030	0.074	0.035	0.032	-0.038	-0.062	-0.000	0.047	-0.098	0.076	0.078	-0.115	-0.047	-0.152	0.028	1.000	-0.089	0.051	-0.067	0.107	0.014	-0.021	0.010	-0.058	0.037	0.066	0.084	-0.080	0.064	-0.001	-0.022	-0.031	0.032	0.034	-0.036	-0.058
51	-0.054	-0.021	-0.013	-0.020	0.043	0.051	0.036	-0.090	0.013	0.039	0.008	-0.090	-0.020	0.089	0.040	-0.019	0.055	0.011	0.069	-0.057	0.060	-0.034	0.033	-0.019	-0.001	-0.007	0.024	-0.219	0.091	-0.003	-0.199	0.027	0.015	0.033	-0.109	0.003	0.048	-0.004	0.052	-0.089	1.000	0.046	-0.034	-0.021	0.005	-0.010	0.012	0.053	0.030	-0.087	0.005	-0.086	-0.021	0.046	-0.086	0.107	-0.020	0.036	-0.034	-0.020
54	-0.041	0.094	-0.037	-0.084	-0.036	-0.019	-0.075	0.041	0.014	0.067	0.041	-0.065	0.075	-0.007	0.021	0.113	-0.062	-0.026	0.130	0.050	-0.035	-0.031	-0.069	-0.041	-0.086	0.034	0.015	-0.052	0.007	0.031	-0.085	0.084	0.022	-0.085	-0.013	0.041	0.115	-0.019	0.106	0.051	0.046	1.000	0.102	-0.077	0.071	-0.021	-0.047	-0.067	0.010	-0.071	-0.037	-0.007	-0.021	-0.035	0.056	0.038	-0.043	-0.067	0.102	0.014
55	-0.039	-0.008	-0.014	0.071	-0.009	0.018	0.019	0.051	0.064	0.034	0.015	-0.013	0.004	0.015	0.023	-0.004	0.033	-0.008	-0.032	0.012	0.064	0.004	-0.023	0.038	-0.055	-0.064	-0.056	0.041	-0.031	0.037	-0.048	0.040	0.066	0.005	-0.085	-0.013	0.012	-0.016	-0.051	-0.067	-0.034	0.102	1.000	0.088	-0.012	-0.090	0.028	-0.007	-0.045	-0.057	-0.023	0.029	0.029	-0.059	0.055	0.023	-0.028	0.007	0.062	-0.029
56	0.014	-0.001	0.032	0.040	-0.034	0.044	-0.020	-0.078	-0.018	0.039	-0.004	-0.054	0.026	-0.018	-0.031	0.023	-0.046	0.028	0.011	0.012	-0.041	-0.039	0.041	0.064	0.000	0.016	-0.077	-0.032	0.003	-0.093	0.012	0.126	0.045	-0.060	-0.036	-0.071	0.011	-0.070	0.002	0.107	-0.021	-0.077	0.088	1.000	0.062	0.035	-0.051	0.064	-0.014	-0.023	0.042	0.012	0.037	0.034	0.053	0.015	0.130	0.029	-0.086	-0.076
6	-0.013	0.086	-0.001	-0.098	0.049	0.110	-0.068	0.057	-0.030	-0.005	0.029	0.017	-0.150	-0.048	-0.104	-0.057	-0.060	-0.034	0.094	-0.060	0.002	0.044	-0.026	0.040	-0.069	0.005	-0.064	-0.022	0.098	-0.073	0.030	0.058	-0.045	-0.034	-0.154	0.078	0.017	0.022	0.019	0.014	0.005	0.071	-0.012	0.062	1.000	0.024	0.061	-0.073	-0.062	0.113	-0.068	0.101	-0.035	0.017	0.072	0.016	-0.076	0.022	0.096	0.034
61	-0.085	0.029	-0.003	0.007	-0.059	-0.039	-0.115	-0.081	0.049	0.053	-0.023	0.159	-0.000	-0.129	0.127	-0.053	-0.063	0.082	-0.038	-0.017	-0.022	-0.021	0.018	-0.009	-0.011	0.045	-0.035	0.065	-0.020	0.028	-0.050	-0.000	0.124	0.044	0.071	0.002	-0.065	0.119	0.021	-0.021	-0.010	-0.021	-0.090	0.035	0.024	1.000	0.050	0.070	-0.023	-0.038	-0.159	0.045	-0.062	0.073	0.031	-0.033	-0.065	-0.008	0.027	0.029
65	0.012	0.050	-0.090	0.036	-0.016	-0.019	-0.044	-0.073	0.065	-0.035	0.018	0.041	0.022	-0.072	-0.013	0.037	0.069	-0.009	-0.003	-0.032	0.061	-0.147	0.053	0.017	0.003	-0.009	-0.034	-0.080	0.057	-0.076	-0.050	0.022	-0.005	0.016	-0.048	-0.026	-0.058	0.048	-0.141	0.010	0.012	-0.047	0.028	-0.051	0.061	0.050	1.000	-0.018	0.011	0.071	-0.039	0.021	0.080	0.029	-0.004	0.023	0.107	-0.001	0.004	0.036
67	-0.019	0.137	-0.105	0.066	-0.001	0.072	0.021	-0.073	0.005	-0.020	-0.053	-0.027	0.070	-0.017	-0.006	-0.081	-0.013	0.054	-0.044	-0.039	-0.019	-0.055	-0.059	0.041	0.052	0.035	0.009	0.053	0.090	-0.041	0.005	-0.029	-0.010	-0.108	0.085	-0.066	-0.137	0.012	0.055	-0.058	0.053	-0.067	-0.007	0.064	-0.073	0.070	-0.018	1.000	0.007	0.032	-0.002	0.023	-0.061	-0.056	-0.050	-0.028	0.078	0.013	0.106	0.035
68	-0.042	0.062	0.113	-0.051	0.021	-0.027	-0.065	0.059	0.020	-0.005	-0.011	0.043	-0.024	-0.056	0.076	0.009	-0.041	0.018	-0.013	-0.045	-0.025	0.013	0.103	-0.026	0.004	0.016	0.049	-0.089	-0.053	0.059	0.058	0.051	-0.043	-0.099	-0.024	-0.012	0.070	-0.056	0.063	0.037	0.030	0.010	-0.045	-0.014	-0.062	-0.023	0.011	0.007	1.000	-0.072	0.053	-0.018	-0.041	-0.004	0.024	0.033	0.027	0.005	0.025	-0.020
7	-0.030	0.063	0.044	0.153	0.061	0.059	0.080	0.025	-0.019	-0.150	-0.002	0.073	0.011	0.026	-0.053	-0.018	-0.001	0.062	0.045	-0.059	0.060	0.026	-0.141	0.033	0.040	-0.001	-0.054	0.108	0.017	-0.087	0.166	-0.011	0.022	0.073	-0.059	-0.028	-0.055	-0.066	0.021	0.066	-0.087	-0.071	-0.057	-0.023	0.113	-0.038	0.071	0.032	-0.072	1.000	0.058	0.013	0.069	-0.067	-0.005	-0.054	-0.045	-0.059	-0.027	-0.053
71	-0.080	0.075	0.055	0.048	-0.006	-0.098	0.026	0.021	-0.034	0.028	-0.053	-0.009	-0.094	0.076	0.007	0.059	0.033	-0.035	-0.054	-0.072	0.164	0.004	0.049	-0.027	0.056	-0.103	0.039	0.009	0.025	0.011	0.015	-0.018	-0.143	0.012	0.058	-0.049	-0.025	0.030	-0.012	0.084	0.005	-0.037	-0.023	0.042	-0.068	-0.159	-0.039	-0.002	0.053	0.058	1.000	-0.031	0.054	0.104	-0.019	-0.050	-0.013	0.051	-0.037	-0.007
